"","LotArea","GrLivArea","MSSubClass","Neighborhood","BedroomAbvGr","2ndFlrSF","FullBath","TotalBsmtSF","MasVnrArea","OverallCond","1stFlrSF","GarageArea","MSZoning","BldgType","Total_porch_SF","Heating","OverallQual","YearBuilt","BsmtQual","BsmtFinSF1","Total_Bathrooms","ExterQual","KitchenQual","SaleCondition","MasVnrType","BsmtUnfSF","SalePrice","GrupoPrecio"
"22",9.47278155656217,7.66996199547358,"2_story_1946_","NAmes",4,960,2,896,576,6,1182,509,"RL","1Fam",324,"GasA",6,"1960_1970","Gd",6.10702288774225,2.5,"TA","Gd","Normal","BrkFace",6.10702288774225,12.173032791452,"Barato"
"23",9.05146186690869,7.29641326877392,"split_multi_level","Gilbert",3,670,2,384,22,5,804,400,"RL","1Fam",192,"GasA",7,"1990_","Gd",0,2.5,"TA","TA","Normal","BrkFace",5.95324333428778,12.0346910287746,"Barato"
"24",9.38530157436385,7.35308192051543,"2_story_1946_","Gilbert",3,876,2,684,0,5,684,400,"RL","1Fam",138,"GasA",6,"1990_","Gd",0,2.5,"Gd","Gd","Normal","None",6.52941883826223,12.0668105781967,"Barato"
"25",9.04440384443155,7.33106030521863,"1_5_story_fin","IDOTRR",2,0,1,1013,0,2,1013,0,"C (all)","1Fam",156,"GasA",3,"1910_1920","TA",0,1,"Fa","Fa","Abnorml","None",6.92165818415113,11.3504065354725,"Barato"
"26",8.88197518424887,6.94793706861497,"1_story_1946_","NAmes",2,0,1,0,0,5,1040,420,"RL","1Fam",29,"GasA",4,"1940_1950","NA",0,1,"TA","TA","Normal","None",0,11.6073261403917,"Barato"
"27",8.88197518424887,7.73718007783463,"2_family_conversion","OldTown",4,1031,2,1214,0,6,1260,506,"C (all)","2fmCon",99,"GasW",6,"_1910","TA",6.95368421087054,2.5,"TA","TA","Normal","None",5.12989871492307,11.8048485316793,"Barato"
"28",9.14184737553088,7.48829351515943,"2_story_1946_","CollgCr",3,881,2,824,0,5,905,684,"RL","1Fam",162,"GasA",6,"1990_","Gd",6.47543271670409,3.5,"TA","Gd","Normal","None",5.17614973257383,12.2295450017153,"Barato"
"29",9.1866622446216,7.29369772060144,"2_story_1946_","Gilbert",3,790,2,680,68,8,680,420,"RL","1Fam",295,"GasA",6,"1990_","Gd",5.73979291217923,2.5,"Ex","TA","Normal","BrkFace",5.91620206260743,12.1281111040605,"Barato"
"30",9.26898656740892,7.38461038317697,"1_story_1946_","NWAmes",3,0,2,1610,28,7,1610,480,"RL","1Fam",236,"GasA",6,"1970_1980","TA",7.09090982207998,3,"TA","Gd","Normal","BrkFace",6.01859321449623,12.2307652581205,"Barato"
"31",9.24984950507089,7.11232744471091,"1_story_1946_","CollgCr",3,0,2,1226,0,5,1226,740,"RL","1Fam",36,"GasA",7,"1990_","Gd",0,2,"TA","Gd","Normal","None",7.11232744471091,12.2005574648421,"Barato"
"32",8.95557714628151,7.26612877955645,"split_multi_level","Gilbert",3,656,2,384,0,5,774,400,"RL","1Fam",180,"GasA",7,"1990_","Gd",5.52545293913178,2.5,"TA","TA","Normal","None",4.90527477843843,12.1007121298723,"Barato"
"33",9.20693457884135,7.89989532313973,"2_story_1946_","CollgCr",4,1414,2,1264,220,5,1282,792,"RL","1Fam",472,"GasA",7,"1990_","Ex",6.89264164117209,3.5,"Gd","Ex","Partial","Stone",5.63835466933375,12.8583197035179,"Caro"
"34",9.95232533461943,7.72312009226633,"1_story_1946_","Crawfor",3,0,2,1809,184,5,2259,450,"RL","1Fam",478,"GasA",6,"1950_1960","Gd",3.58351893845611,3,"TA","Gd","Abnorml","BrkFace",6.80903930604298,12.2876526325226,"Barato"
"35",9.05216493701031,7.02642680869964,"1_story_1946_","Edwards",2,0,1,1125,0,5,1125,430,"RL","1Fam",144,"GasA",5,"1990_","Gd",0,1.5,"TA","TA","Partial","None",7.02642680869964,11.9511803959014,"Barato"
"36",9.15535606364342,6.98564181763921,"1_story_1946_","NAmes",3,0,1,1080,135,7,1080,288,"RL","1Fam",130,"GasA",6,"1950_1960","TA",6.34738920965601,1,"TA","TA","Normal","BrkFace",6.2363695902037,11.8204101647182,"Barato"
"37",8.9737315697084,7.09007683577609,"1_story_PUD_1946_","SawyerW",2,0,2,1199,0,5,1199,530,"RL","TwnhsE",63,"GasA",6,"1990_","Gd",5.70711026474888,2,"Gd","Gd","Normal","None",6.80239476332431,11.944058319827,"Barato"
"38",9.56106766364501,7.67693714581808,"2_story_1946_","NAmes",4,941,2,924,309,6,1216,487,"RL","1Fam",171,"GasA",7,"1960_1970","TA",6.10031895202006,2.5,"TA","Gd","Normal","BrkFace",6.17378610390194,12.3282902782544,"Barato"
"39",9.41123831434307,7.62803112693033,"2_story_1946_","Gilbert",3,1032,2,992,40,5,1022,390,"RL","1Fam",72,"GasA",6,"1990_","Gd",6.54534966033442,3.5,"Gd","Gd","Normal","BrkFace",5.6970934865054,12.4049235042753,"Barato"
"40",9.24965723435313,7.42833319419081,"1_story_1946_","NWAmes",3,0,2,1304,288,6,1682,530,"RL","1Fam",98,"GasA",7,"1960_1970","TA",0,2,"TA","TA","Normal","BrkFace",7.17395831975679,12.0668105781967,"Barato"
"41",9.36271805239707,7.45876269238096,"1_story_1946_","CollgCr",3,0,2,1734,0,5,1734,660,"RL","1Fam",184,"GasA",7,"1990_","Gd",7.1708884785125,3,"Gd","Gd","Normal","None",6.07534603108868,12.4684369099977,"Caro"
"42",8.92279162396964,6.98564181763921,"1_story_1946_","SawyerW",3,0,1,1080,120,5,1080,0,"RL","1Fam",0,"GasA",7,"1990_","Gd",6.52356230614951,2,"TA","Gd","Normal","BrkFace",5.99396142730657,11.8565151693603,"Barato"
"43",9.53906841386396,7.44483327389219,"1_story_1946_","NridgHt",2,0,2,1710,436,5,1710,866,"RL","1Fam",102,"GasA",8,"1990_","Ex",7.24494154633701,3,"Gd","Gd","Partial","Stone",5.73979291217923,12.8277291949399,"Caro"
"44",9.31659049181884,7.11720550316434,"1_story_1946_","Veenker",3,0,2,1232,0,6,1232,516,"RL","1Fam",0,"GasA",6,"1980_1990","Gd",6.49375383985169,2,"TA","TA","Normal","None",6.35088571671474,11.9984332807519,"Barato"
"45",9.40779681635441,7.34083555412327,"1_story_1946_","NridgHt",3,0,2,1541,226,5,1541,532,"RL","1Fam",70,"GasA",7,"1990_","Gd",7.09174211509515,2,"Gd","Gd","Partial","BrkFace",5.83188247728352,12.3013828253345,"Barato"
"46",9.42682178041684,7.40974195408092,"1_story_1946_","Timber",3,0,2,1606,132,5,1651,616,"RL","1Fam",192,"GasA",6,"1980_1990","Gd",7.24351297466548,3,"TA","TA","Normal","Stone",0,12.1226910365911,"Barato"
"47",9.44272112864287,7.67740043051481,"1_story_1946_","Edwards",4,0,2,1202,0,7,2158,576,"RL","1Fam",68,"GasA",6,"1940_1950","TA",6.16961073249146,3,"TA","Gd","Normal","None",6.5875500148248,12.4008167223227,"Barato"
"48",9.76560384517274,7.71199650704767,"1_story_1946_","StoneBr",1,0,2,2216,748,5,2234,1166,"RL","1Fam",60,"GasA",9,"1990_","Ex",7.5522372875608,3,"Ex","Ex","Partial","Stone",5.74620319054015,13.1260306447518,"Caro"
"49",9.11173476822206,7.20117088328168,"1_story_1946_","Edwards",3,0,1,0,98,6,1340,252,"RL","1Fam",296,"GasA",5,"1950_1960","NA",0,1,"TA","TA","Normal","BrkFace",0,11.6952470217642,"Barato"
"50",10.0411167875242,8.19118600464279,"2_5_story_all_ages","OldTown",4,1518,2,1107,0,9,1518,840,"RM","1Fam",670,"GasA",10,"_1910","TA",0,2.5,"Gd","Ex","Normal","None",7.01031186730723,13.0710700830168,"Caro"
"51",9.2051268049233,7.10496544826984,"split_multi_level","Mitchel",3,0,2,1188,0,5,1217,497,"RL","1Fam",195,"GasA",7,"1980_1990","Gd",6.41673228251233,3,"TA","Gd","Normal","None",6.35957386867238,12.0610468734799,"Barato"
"52",8.85637603673042,7.11069612297883,"duplex_all_style_age","SawyerW",2,0,0,1086,275,5,1224,528,"RL","Duplex",120,"GasA",5,"1970_1980","Gd",6.99117688712121,3,"TA","TA","Alloca","Stone",0,11.9403933925547,"Barato"
"53",8.87919392811032,6.76272950693188,"1_story_1946_","CollgCr",3,0,1,864,0,7,864,352,"RL","1Fam",0,"GasA",5,"1970_1980","TA",5.96870755998537,1,"TA","TA","Normal","None",6.16331480403464,11.7519423654407,"Barato"
"54",7.73236922228439,7.2841348061952,"2_story_PUD_1946","NPkVill",3,601,2,855,0,6,855,440,"RL","Twnhs",87,"GasA",6,"1970_1980","Gd",6.34035930372775,2.5,"TA","TA","Normal","None",5.66988092298052,11.9083402372249,"Barato"
"55",8.61631428228404,7.70975686445416,"2_5_story_all_ages","OldTown",5,929,1,755,0,6,929,0,"RM","1Fam",228,"GasA",6,"1910_1920","TA",0,1,"TA","TA","Abnorml","None",6.62804137617953,11.5521461781235,"Barato"
"56",9.05333562316602,7.02286808608264,"1_story_1946_","Edwards",2,0,2,1121,0,5,1121,440,"RM","1Fam",196,"GasA",4,"1990_","Gd",0,2,"TA","TA","Normal","None",7.02286808608264,11.8493977015914,"Barato"
"57",9.04204005654448,7.27031288607902,"1_story_1946_","CollgCr",3,0,2,1436,266,5,1436,484,"RL","1Fam",237,"GasA",7,"1990_","Gd",6.85329909318608,3,"Gd","Gd","Normal","BrkFace",6.19644412779452,12.2548628096996,"Barato"
"58",9.65892882446643,7.57814547241947,"1_5_story_fin","Crawfor",3,817,1,798,312,9,1137,431,"RL","1Fam",269,"GasA",7,"1930_1940","TA",5.8348107370626,2,"Gd","Gd","Normal","BrkFace",6.12686918411419,12.6491546172096,"Caro"
"59",9.34801317710126,7.34794382314869,"2_story_1946_","NWAmes",3,741,2,713,0,6,811,434,"RL","1Fam",417,"GasA",6,"1970_1980","Gd",6.31173480915291,3.5,"TA","TA","Normal","None",5.0998664278242,12.1001564199386,"Barato"
"60",9.50844296175585,7.78030308790837,"1_story_1946_","NridgHt",3,0,2,2392,922,5,2392,968,"RL","1Fam",353,"GasA",10,"1990_","Ex",4.04305126783455,2,"Ex","Ex","Normal","BrkFace",7.75662333453886,12.8642401071941,"Caro"
"61",7.42714413340862,6.89568269774787,"2_story_PUD_1946","BrDale",2,504,1,483,297,5,483,288,"RM","Twnhs",0,"GasA",6,"1970_1980","TA",0,1.5,"TA","TA","Normal","BrkFace",6.18208490671663,11.4563551134818,"Barato"
"62",9.07954808172616,7.25488481007734,"1_story_1946_","CollgCr",3,0,2,1414,98,5,1414,494,"RL","1Fam",237,"GasA",7,"1990_","Gd",3.2188758248682,2,"Gd","Gd","Normal","BrkFace",7.23777819192344,12.1308101610296,"Barato"
"63",9.24965723435313,7.53529670244409,"1_story_1946_","NWAmes",3,0,2,1845,102,5,1872,604,"RL","1Fam",236,"GasA",7,"1980_1990","Gd",6.8351845861473,2.5,"TA","TA","Normal","BrkFace",6.82110747225646,12.3946247520748,"Barato"
"64",9.12074383816443,7.56475701290573,"2_family_conversion","OldTown",4,1020,2,1020,0,8,908,440,"RM","2fmCon",172,"GasA",6,"_1910","Fa",0,2,"TA","Fa","Normal","None",6.92853781816467,11.8277362048103,"Barato"
"65",9.33414965770247,7.41997992366183,"2_story_1946_","CollgCr",3,828,2,840,101,5,840,500,"RL","1Fam",212,"GasA",7,"1990_","Gd",0,2.5,"Gd","Gd","Normal","BrkFace",6.73459165997295,12.1007121298723,"Barato"
"66",8.5850387383113,7.17548971362422,"1_story_1945_","BrkSide",3,0,1,728,0,2,1306,0,"RL","1Fam",263,"GasA",3,"1930_1940","TA",0,1,"TA","Fa","Normal","None",6.59167373200866,11.2450460198146,"Barato"
"67",9.07555104562754,7.73718007783463,"2_story_1946_","Gilbert",4,1286,2,975,302,5,1005,429,"RL","1Fam",192,"GasA",7,"1990_","Gd",0,2.5,"Gd","Gd","Normal","BrkFace",6.88346258641309,12.3458345879053,"Barato"
"68",9.08159749608346,7.45529848568329,"2_story_1946_","Somerst",3,864,2,864,0,5,864,673,"FV","1Fam",272,"GasA",6,"1990_","Gd",6.22257626807137,2.5,"Gd","Gd","Normal","None",5.89164421182577,12.2428866186529,"Barato"
"69",9.08421009483197,7.38087903556412,"1_story_1946_","CollgCr",3,0,2,1604,180,5,1604,660,"RL","1Fam",233,"GasA",7,"1990_","Gd",7.19668657083435,3.5,"Gd","Gd","Abnorml","Stone",5.6021188208797,12.3013828253345,"Barato"
"70",8.61268517287546,7.18311170174328,"1_5_story_fin","OldTown",3,0,1,926,0,7,926,484,"RM","1Fam",0,"GasA",5,"1920_1930","TA",5.45958551414416,2,"TA","TA","Normal","None",0,11.7752897294377,"Barato"
"71",8.56274000637221,6.63987583382654,"1_story_1945_","OldTown",2,0,1,680,0,5,764,504,"RM","1Fam",0,"GasA",5,"1920_1930","Fa",0,1,"TA","TA","Normal","None",6.52356230614951,11.1982147201305,"Barato"
"72",8.97689392766608,7.01571242048723,"1_story_1946_","Edwards",3,0,1,1143,174,7,1113,504,"RL","1Fam",400,"GasA",6,"1970_1980","TA",6.62273632394984,2.5,"TA","TA","Normal","BrkFace",5.97380961186926,11.9049675527463,"Barato"
"73",9.37288430116146,7.72797554210556,"2_story_1946_","NoRidge",4,1106,2,1152,348,7,1164,671,"RL","1Fam",189,"GasA",8,"1990_","Gd",6.26339826259162,2.5,"Gd","Gd","Normal","BrkFace",6.44413125670044,12.5776362019627,"Caro"
"74",9.02581639162703,6.70563909486,"1_story_1946_","Mitchel",2,0,1,816,0,7,816,264,"RL","1Fam",168,"GasA",5,"1980_1990","TA",6.30444880242198,1,"TA","TA","Normal","None",5.6021188208797,11.7320609948869,"Barato"
"75",9.85948341703807,6.76272950693188,"1_story_1946_","Gilbert",2,0,1,864,0,5,864,400,"RL","1Fam",0,"GasA",4,"1950_1960","TA",4.79579054559674,1,"TA","TA","Normal","None",6.61338421837956,11.8565151693603,"Barato"
"76",9.57851889529833,7.66011431917393,"1_story_1946_","NridgHt",3,0,2,2121,315,5,2121,732,"RL","1Fam",364,"GasA",9,"1990_","Ex",0,2.5,"Ex","Ex","Partial","BrkFace",7.66011431917393,12.9367516138114,"Caro"
"77",8.88197518424887,7.14124512235049,"1_story_1946_","Somerst",2,0,2,1262,68,5,1262,572,"FV","1Fam",120,"GasA",6,"1990_","Gd",6.80903930604298,2,"Gd","Gd","Partial","Stone",5.8805329864007,12.1281111040605,"Barato"
"78",9.18881025342582,7.45876269238096,"1_5_story_fin","NAmes",3,649,1,912,0,7,1085,440,"RL","1Fam",128,"GasA",6,"1960_1970","TA",6.39859493453521,1.5,"TA","Gd","Normal","None",5.74620319054015,11.9766594812024,"Barato"
"79",9.07463518981081,7.24208235925696,"2_story_1945_","BrkSide",3,698,1,698,0,7,698,384,"RL","1Fam",259,"GasA",6,"1910_1920","TA",0,1,"TA","TA","Normal","None",6.54965074223381,11.9419443260321,"Barato"
"80",9.36742958721896,7.46393660446893,"2_story_1946_","NWAmes",3,702,1,702,365,6,1041,539,"RL","1Fam",224,"GasA",6,"1960_1970","TA",5.95324333428778,2.5,"Gd","TA","Normal","BrkFace",4.969813299576,12.0725412529057,"Barato"
"81",9.54688403461792,7.05012252026906,"1_story_1946_","Crawfor",3,0,1,1092,0,8,1152,300,"RL","1Fam",36,"GasA",6,"1940_1950","TA",0,1.5,"TA","Gd","Family","None",6.99668148817654,11.9735098722995,"Barato"
"82",9.52551600873689,7.34083555412327,"1_story_1946_","CollgCr",3,0,2,1541,150,5,1541,843,"RL","1Fam",549,"GasA",7,"1990_","Gd",0,2,"Gd","Gd","Normal","BrkFace",7.34083555412327,12.2307652581205,"Barato"
"83",9.19023970026918,6.79682371827486,"1_story_1946_","CollgCr",3,0,1,894,0,7,894,552,"RL","1Fam",256,"GasA",5,"1970_1980","TA",6.79682371827486,2,"TA","TA","Abnorml","None",0,11.9177236840907,"Barato"
"84",8.97727273946428,7.24921505711439,"1_5_story_fin","IDOTRR",3,371,1,319,0,7,1035,0,"RM","1Fam",144,"GasA",6,"1910_1920","TA",0,1,"TA","Fa","Normal","None",5.76832099579377,11.4019939042629,"Barato"
"85",12.2795368390743,7.61923341622681,"1_story_1946_","Timber",3,0,2,2136,0,5,2036,513,"RL","1Fam",0,"GasW",7,"1960_1970","Gd",7.12044437239249,4,"TA","TA","Normal","None",4.39444915467244,12.8346813049525,"Caro"
"86",9.16962253869762,7.40367029001237,"2_story_1945_","OldTown",3,809,1,728,0,7,832,546,"RM","1Fam",234,"GasA",7,"1920_1930","TA",2.83321334405622,2,"TA","Ex","Normal","None",6.5694814204143,12.0895388292742,"Barato"
"87",9.4731660684291,7.76387128782022,"2_story_1946_","NWAmes",4,1200,2,845,278,7,1153,484,"RL","1Fam",483,"GasA",7,"1970_1980","Gd",6.5410299991899,3.5,"Gd","Ex","Normal","BrkFace",5.03695260241363,12.4684369099977,"Caro"
"88",9.00908061416198,6.96318998587024,"1_story_1946_","NAmes",3,0,1,1056,0,6,1056,308,"RL","1Fam",0,"GasA",5,"1950_1960","TA",6.74170069465205,2,"TA","TA","Normal","None",5.35185813347607,11.8422292121128,"Barato"
"89",9.11997793189579,7.3375877435386,"1_story_1946_","CollgCr",3,0,2,1536,113,5,1536,532,"RL","1Fam",266,"GasA",7,"1990_","Gd",6.69826805411541,3,"Gd","Gd","Normal","BrkFace",6.58892647753352,12.273731294004,"Barato"
"90",9.42553239350277,7.10332206252611,"1_story_1946_","NAmes",3,0,1,1215,176,7,1215,297,"RL","1Fam",234,"GasA",6,"1950_1960","TA",6.37331978957701,1,"TA","TA","Normal","BrkFace",6.44730586254121,11.9511803959014,"Barato"
"91",8.76966250811227,7.36391350140582,"1_5_story_fin","BrkSide",3,605,1,972,0,5,972,312,"RL","1Fam",0,"GasA",6,"1930_1940","TA",0,1,"TA","Fa","Normal","None",6.880384082186,11.8508252535826,"Barato"
"92",7.80343505695217,7.39449310721904,"2_story_PUD_1946","NridgHt",2,862,2,764,106,5,764,474,"RL","Twnhs",27,"GasA",7,"1990_","Gd",6.35262939631957,3.5,"Gd","Gd","Normal","Stone",5.25749537202778,11.9447078813958,"Barato"
"93",8.96456770260161,7.53369370984863,"1_story_PUD_1946_","NridgHt",2,0,2,1869,362,5,1869,617,"RL","TwnhsE",264,"GasA",9,"1990_","Ex",0,2,"Ex","Ex","Partial","BrkFace",7.53369370984863,12.6699984672658,"Caro"
"94",9.03610602536485,7.37525577800975,"1_5_story_fin","SWISU",2,403,1,940,0,5,1192,240,"RL","1Fam",108,"GasA",6,"1930_1940","TA",5.96357934361845,1,"TA","TA","Normal","None",6.31535800152233,11.8493977015914,"Barato"
"95",7.42714413340862,6.89568269774787,"2_story_PUD_1946","BrDale",2,504,1,483,510,8,483,264,"RM","Twnhs",250,"GasA",6,"1970_1980","TA",5.09375020080676,1.5,"TA","Gd","Normal","BrkFace",5.77455154554441,11.6784399034478,"Barato"
"96",9.12161844191538,7.26682734752059,"split_multi_level","NAmes",3,0,1,1099,305,5,1431,296,"RL","1Fam",174,"GasA",6,"1960_1970","Gd",5.91889385427315,1.5,"TA","TA","Normal","BrkFace",6.59167373200866,12.0137007528827,"Barato"
"97",9.00233170824624,7.41758040241454,"2_story_1946_","Gilbert",3,711,2,953,0,5,953,460,"RL","1Fam",140,"GasA",6,"1990_","Gd",0,2.5,"TA","TA","Normal","None",6.86066367144829,12.0575726372117,"Barato"
"98",9.74806105920482,7.37086016653672,"1_5_story_fin","ClearCr",4,468,2,0,0,4,1120,680,"RL","1Fam",59,"GasA",4,"1950_1960","NA",0,2,"TA","TA","Normal","None",0,11.8088137739691,"Barato"
"99",8.87849740373863,6.62406522779989,"1_story_PUD_1946_","SawyerW",2,0,1,744,0,5,752,264,"RL","TwnhsE",443,"GasA",6,"1980_1990","Gd",6.43615036836943,2,"TA","TA","Normal","None",0,11.7360690162844,"Barato"
"100",9.21243817005833,6.80793494369993,"1_story_1945_","Edwards",1,0,0,683,0,1,904,0,"RL","1Fam",0,"GasA",1,"1920_1930","Fa",5.86078622346587,1.5,"Fa","Fa","Normal","None",5.8111409929767,11.0186291431554,"Barato"
"101",8.88197518424887,7.17165682276851,"1_story_1946_","Somerst",2,0,2,1293,0,5,1301,572,"FV","1Fam",337,"GasA",7,"1990_","Gd",0,3,"Gd","Gd","Partial","None",7.16549347506085,12.1428665696264,"Barato"
"102",8.88197518424887,7.02642680869964,"split_multi_level","Edwards",3,0,1,1041,255,6,1125,352,"RL","1Fam",296,"GasA",6,"1970_1980","TA",6.44888939414686,2,"TA","TA","Abnorml","BrkFace",6.01859321449623,11.7360690162844,"Barato"
"103",9.43148192061972,7.75491027202143,"2_story_1946_","NridgHt",3,590,2,1682,272,5,1742,846,"RL","1Fam",330,"GasA",10,"1990_","Ex",7.15539630189673,3.5,"Ex","Ex","Partial","Stone",5.99893656194668,12.9621946252515,"Caro"
"104",9.41001056710475,7.58171964012531,"2_story_1946_","Mitchel",3,1157,2,804,0,5,804,560,"RL","1Fam",317,"GasA",6,"1990_","Ex",6.53813982376767,3.5,"TA","Gd","Normal","None",4.74493212836325,12.2783933071098,"Barato"
"105",8.91556654571064,6.67076632084587,"1_story_1945_","BrkSide",2,0,1,788,0,5,788,0,"RL","1Fam",0,"GasA",4,"1940_1950","TA",5.58724865840025,1,"TA","TA","Abnorml","None",6.25958146406492,11.5129254649702,"Barato"
"106",9.101417964752,6.98286275146894,"1_story_1945_","IDOTRR",2,0,1,961,0,2,1077,338,"RM","1Fam",0,"GasA",5,"1910_1920","Fa",0,1,"TA","TA","Abnorml","None",6.86901445066571,11.1124478983731,"Barato"
"107",9.00282407654767,7.34665516317654,"2_story_1946_","Somerst",2,438,2,1092,100,5,1112,438,"FV","1Fam",168,"GasA",7,"1990_","Gd",6.70073110954781,3,"Gd","Gd","Normal","Stone",5.63835466933375,12.3925522124728,"Barato"
"108",9.23024103368252,6.51174532964473,"1_story_1945_","Sawyer",2,0,1,672,0,8,672,240,"RL","1Fam",168,"GasA",5,"1930_1940","TA",0,1,"TA","TA","Normal","None",6.51174532964473,11.5898865061064,"Barato"
