"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","GrupoPrecio"
"11","2_story_1946_","RL",9.50442689210096,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.01929665371504,1117,"GasA","Ex","Y","SBrkr",1132,1320,0,7.80506704425849,0,0,3,1,4,0.693147180559945,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,0,0,0,0,"NA","NA","NA",0,"9","2006","WD","Normal",12.6410965558799,8.18004072349016,3.5,145,"FALSE","FALSE","Caro"
"12","1_5_story_fin","RL",9.45899571245912,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",7.20934025660291,"Unf",0,4.43081679884331,1434,"GasA","Ex","Y","SBrkr",1518,631,0,7.67322312112171,1,0,1,1,1,0.693147180559945,"Gd",6,"Typ",1,"Ex","Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,0,198,0,"NA","NA","NA",0,"8","2009","WD","Abnorml",12.3870850123755,8.18395571730495,2.5,409,"FALSE","FALSE","Barato"
"13","1_story_1946_","RL",10.8252035410553,"Pave","NA","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,"1980_1990","1980_1990","Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","Unf",7.50163445788341,"Unf",0,3.49650756146648,1842,"GasA","Gd","Y","SBrkr",1842,0,0,7.51914995766982,2,0,0,1,0,0.693147180559945,"Gd",5,"Typ",1,"Gd","Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,"NA","NA","NA",0,"11","2006","WD","Normal",12.8609986132699,8.2117543973752,2.5,929,"FALSE","FALSE","Caro"
"14","split_multi_level","RL",8.87276752991094,"Pave","NA","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,"1950_1960","1950_1960","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",5.95324333428778,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,7.21597500265147,0,0,1,0,3,0.693147180559945,"TA",6,"Min1",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,"NA","MnPrv","NA",0,"2","2007","WD","Normal",11.7752897294377,7.46393660446893,1,50,"FALSE","FALSE","Barato"
"15","2_story_1946_","RL",9.36271805239707,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.75809450442773,860,"GasA","Ex","Y","SBrkr",860,860,0,7.45066079621154,0,0,2,1,3,0.693147180559945,"Gd",7,"Typ",0,"NA","Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"NA","NA","NA",0,"8","2006","WD","Normal",12.1884177102915,7.85554467791566,2.5,70,"FALSE","FALSE","Barato"
"16","2_story_1946_","RL",9.52390946537981,"Pave","NA","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,7.25205395185281,1410,"GasA","Ex","Y","SBrkr",1426,1519,0,7.98820359702258,0,0,3,1,3,0.693147180559945,"Gd",10,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,641,"TA","TA","Y",192,0,37,0,0,0,"NA","NA","NA",0,"10","2006","New","Partial",12.9917534274931,8.3790798892866,3.5,229,"FALSE","FALSE","Caro"
"17","1_story_1946_","RL",8.88197518424887,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,"1970_1980","1970_1980","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",6.45047042214418,"Unf",0,5.00394630594546,780,"GasA","Ex","Y","SBrkr",780,0,0,6.66057514983969,0,0,1,0,2,0.693147180559945,"TA",4,"Typ",0,"NA","Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"NA","MnPrv","NA",0,"1","2008","WD","Normal",11.7352686961137,7.35244110024358,1,196,"FALSE","FALSE","Barato"
"18","1_story_PUD_1946_","RL",8.77074954913864,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","Unf",3.2188758248682,"Unf",0,7.20563517641036,1370,"GasA","Ex","Y","SBrkr",1370,0,0,7.22329567956231,0,0,2,0,2,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"NA","NA","NA",0,"10","2007","WD","Normal",12.2184951655287,7.91571319938212,2,169,"FALSE","FALSE","Barato"
"19","2_story_1946_","RL",9.14590851181679,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","Unf",6.60665018619822,"Unf",0,5.76519110278484,1057,"GasA","Ex","Y","SBrkr",1057,977,0,7.6182510978767,1,0,2,1,3,0.693147180559945,"Gd",8,"Typ",0,"NA","Attchd",1998,"RFn",2,645,"TA","TA","Y",576,36,0,0,0,0,"NA","GdPrv","NA",0,"2","2009","WD","Normal",12.2991075114974,8.03624994213212,3.5,612,"FALSE","FALSE","Barato"
"20","1_story_1945_","RM",8.43576619272051,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,6.61740297797448,747,"GasA","TA","Y","SBrkr",747,0,0,6.61740297797448,0,0,1,0,2,0.693147180559945,"TA",4,"Typ",0,"NA","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",11.289781913656,7.30921236569276,1,0,"FALSE","FALSE","Barato"
"21","PUD_multilevel","RM",7.37588214821501,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","Unf",6.13772705408623,"Unf",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,6.89669433162271,1,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,"NA","BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,"NA","GdWo","NA",0,"11","2009","WD","Normal",11.418614785499,7.27931883541462,2,221,"FALSE","FALSE","Barato"
"22","2_story_1946_","RL",9.47278155656217,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,"1960_1970","1960_1970","Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Unf",6.10702288774225,"Unf",0,6.10702288774225,896,"GasA","TA","Y","SBrkr",1182,960,0,7.66996199547358,0,0,2,1,4,0.693147180559945,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"NA","NA","NA",0,"6","2009","WD","Normal",12.173032791452,8.01895468315572,2.5,324,"FALSE","FALSE","Barato"
"23","split_multi_level","RL",9.05146186690869,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,5.95324333428778,384,"GasA","Gd","Y","SBrkr",804,670,0,7.29641326877392,0,0,2,1,3,0.693147180559945,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,400,"TA","TA","Y",120,72,0,0,0,0,"NA","NA","Shed",700,"5","2009","WD","Normal",12.0346910287746,7.52725591937378,2.5,192,"FALSE","FALSE","Barato"
"24","2_story_1946_","RL",9.38530157436385,"Pave","NA","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.52941883826223,684,"GasA","Ex","Y","SBrkr",684,876,0,7.35308192051543,0,0,2,1,3,0.693147180559945,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,"NA","NA","NA",0,"3","2009","WD","Normal",12.0668105781967,7.71601526664259,2.5,138,"FALSE","FALSE","Barato"
"25","1_5_story_fin","C (all)",9.04440384443155,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,"1910_1920","1980_1990","Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,6.92165818415113,1013,"GasA","TA","N","SBrkr",1013,0,513,7.33106030521863,0,0,1,0,2,0.693147180559945,"Fa",6,"Typ",0,"NA","NA",1948,"NA",0,0,"NA","NA","N",0,0,156,0,0,0,"NA","MnPrv","NA",0,"10","2009","ConLD","Abnorml",11.3504065354725,7.61381868480863,1,156,"FALSE","FALSE","Barato"
"26","1_story_1946_","RL",8.88197518424887,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,"1940_1950","1940_1950","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,6.94793706861497,0,0,1,0,2,0.693147180559945,"TA",4,"Typ",0,"NA","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,0,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",11.6073261403917,6.94697599213542,1,29,"FALSE","FALSE","Barato"
"27","2_family_conversion","C (all)",8.88197518424887,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,"_1910","1990_","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",6.95368421087054,"Unf",0,5.12989871492307,1214,"GasW","Ex","N","SBrkr",1260,1031,0,7.73718007783463,0,1,2,0,4,1.09861228866811,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,"TA","TA","Y",0,0,0,0,99,0,"NA","NA","NA",0,"11","2007","WD","Normal",11.8048485316793,8.16194579946869,2.5,99,"FALSE","FALSE","Barato"
"28","2_story_1946_","RL",9.14184737553088,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","Unf",6.47543271670409,"Unf",0,5.17614973257383,824,"GasA","Ex","Y","SBrkr",905,881,0,7.48829351515943,1,0,2,1,3,0.693147180559945,"Gd",7,"Typ",0,"NA","Attchd",1997,"RFn",2,684,"TA","TA","Y",0,162,0,0,0,0,"NA","NA","NA",0,"5","2007","WD","Normal",12.2295450017153,7.86710550031674,3.5,162,"FALSE","FALSE","Barato"
"29","2_story_1946_","RL",9.1866622446216,"Pave","NA","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,8,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","Unf",5.73979291217923,"Unf",0,5.91620206260743,680,"GasA","Gd","Y","SBrkr",680,790,0,7.29369772060144,0,0,2,1,3,0.693147180559945,"TA",6,"Typ",1,"TA","BuiltIn",1993,"Fin",2,420,"TA","TA","Y",232,63,0,0,0,0,"NA","NA","Shed",480,"4","2009","WD","Normal",12.1281111040605,7.67322312112171,2.5,295,"FALSE","FALSE","Barato"
"30","1_story_1946_","RL",9.26898656740892,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,"1970_1980","1990_","Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","Unf",7.09090982207998,"Unf",0,6.01859321449623,1610,"GasA","Gd","Y","SBrkr",1610,0,0,7.38461038317697,1,0,2,0,3,0.693147180559945,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,"NA","NA","NA",0,"2","2010","WD","Normal",12.2307652581205,8.07713663853845,3,236,"FALSE","FALSE","Barato"
"31","1_story_1946_","RL",9.24984950507089,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.11232744471091,1226,"GasA","Ex","Y","SBrkr",1226,0,0,7.11232744471091,0,0,2,0,3,0.693147180559945,"Gd",6,"Typ",0,"NA","Attchd",2009,"RFn",3,740,"TA","TA","Y",0,36,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",12.2005574648421,7.8046592970561,2,36,"FALSE","FALSE","Barato"
"32","split_multi_level","RL",8.95557714628151,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",5.52545293913178,"Unf",0,4.90527477843843,384,"GasA","Ex","Y","SBrkr",774,656,0,7.26612877955645,0,0,2,1,3,0.693147180559945,"TA",7,"Typ",1,"TA","BuiltIn",2000,"Fin",2,400,"TA","TA","Y",180,0,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",12.1007121298723,7.50328963067508,2.5,180,"FALSE","FALSE","Barato"
"33","2_story_1946_","RL",9.20693457884135,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","Unf",6.89264164117209,"Unf",0,5.63835466933375,1264,"GasA","Ex","Y","SBrkr",1282,1414,0,7.89989532313973,1,0,2,1,4,0.693147180559945,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,792,"TA","TA","Y",120,184,0,0,168,0,"NA","NA","NA",0,"10","2007","New","Partial",12.8583197035179,8.28399930424853,3.5,472,"FALSE","FALSE","Caro"
"34","1_story_1946_","RL",9.95232533461943,"Pave","NA","Reg","Bnk","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,5,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","Rec",3.58351893845611,"Rec",869,6.80903930604298,1809,"GasA","TA","Y","SBrkr",2259,0,0,7.72312009226633,1,0,2,0,3,0.693147180559945,"Gd",7,"Typ",2,"Gd","Basment",1953,"Unf",2,450,"TA","TA","Y",166,120,192,0,0,0,"NA","MnPrv","NA",0,"10","2007","COD","Abnorml",12.2876526325226,8.31090675716845,3,478,"FALSE","FALSE","Barato"
"35","1_story_1946_","RL",9.05216493701031,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.02642680869964,1125,"GasA","Gd","Y","SBrkr",1125,0,0,7.02642680869964,0,0,1,1,2,0.693147180559945,"TA",5,"Typ",0,"NA","Attchd",2007,"Unf",2,430,"TA","TA","Y",80,64,0,0,0,0,"NA","NA","NA",0,"4","2007","New","Partial",11.9511803959014,7.71868549519847,1.5,144,"FALSE","FALSE","Barato"
"36","1_story_1946_","RL",9.15535606364342,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,"1950_1960","1950_1960","Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","Unf",6.34738920965601,"Unf",0,6.2363695902037,1080,"GasA","Gd","Y","SBrkr",1080,0,0,6.98564181763921,0,0,1,0,3,0.693147180559945,"TA",5,"Typ",0,"NA","Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,0,0,130,0,"NA","NA","NA",0,"6","2008","WD","Normal",11.8204101647182,7.67786350067821,1,130,"FALSE","FALSE","Barato"
"37","1_story_PUD_1946_","RL",8.9737315697084,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,"1990_","1990_","Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",5.70711026474888,"Unf",0,6.80239476332431,1199,"GasA","Ex","Y","SBrkr",1199,0,0,7.09007683577609,0,0,2,0,2,0.693147180559945,"Gd",5,"Typ",0,"NA","Attchd",1993,"RFn",2,530,"TA","TA","Y",0,63,0,0,0,0,"NA","NA","NA",0,"3","2008","WD","Normal",11.944058319827,7.78239033558746,2,63,"FALSE","FALSE","Barato"
