"","LotArea","GrLivArea","MSSubClass","2ndFlrSF","BedroomAbvGr","Neighborhood","GarageType","MasVnrArea","Total_porch_SF","FullBath","OverallCond","PavedDrive","YearBuilt","BldgType","1stFlrSF","BsmtUnfSF","BsmtQual","TotalBsmtSF","OverallQual","BsmtFinSF1","SaleCondition","GarageArea","FireplaceQu","SaleType","KitchenQual","SalePrice","GrupoPrecio"
"11",9.28656039788759,7.16780918431644,"duplex_all_style_age",0,2,"Sawyer","CarPort",0,0,2,5,"Y","1960_1970","Duplex",1296,0,"NA",0,4,0,"Normal",516,"NA","WD","TA",11.4075649493124,"Barato"
"12",8.93075873555827,7.20042489294496,"1_story_1946_",0,3,"NAmes","Attchd",0,0,1,6,"Y","1950_1960","1Fam",1339,6.26530121273771,"TA",1029,5,6.22455842927536,"Abnorml",294,"NA","COD","TA",11.8422292121128,"Barato"
"13",9.56212336983449,7.77359446736019,"2_story_1946_",1218,4,"NridgHt","BuiltIn",380,394,3,5,"Y","1990_","1Fam",1158,7.05531284333975,"Ex",1158,8,0,"Partial",853,"Gd","New","Gd",12.6925031124614,"Caro"
"14",9.18430435742534,7.49331724886215,"1_story_1946_",0,3,"CollgCr","Attchd",281,330,2,5,"Y","1990_","1Fam",1795,7.48324441607385,"Gd",1777,8,0,"Normal",534,"Gd","WD","Gd",12.3458345879053,"Barato"
"15",8.34877453979127,6.96696713861398,"1_story_PUD_1946_",0,3,"MeadowV","Attchd",0,210,1,7,"Y","1970_1980","TwnhsE",1060,5.30330490805908,"Gd",1040,5,6.73459165997295,"Normal",572,"TA","WD","TA",11.7745202026587,"Barato"
"16",9.01760477683336,6.96696713861398,"1_story_1946_",0,3,"Sawyer","Attchd",0,496,1,8,"Y","1960_1970","1Fam",1060,5.32300997913841,"TA",1060,5,5.24174701505964,"Normal",270,"TA","WD","Gd",11.9447078813958,"Barato"
"17",9.56317796268366,7.37838371299671,"1_story_1946_",0,3,"NridgHt","Attchd",640,56,2,5,"Y","1990_","1Fam",1600,7.35691824235602,"Gd",1566,8,0,"Normal",890,"Gd","WD","Gd",12.4541039123522,"Caro"
"18",8.88197518424887,6.80350525760834,"1_story_1946_",0,3,"NAmes","Detchd",0,254,1,7,"Y","1950_1960","1Fam",900,5.19849703126583,"TA",900,5,5.45958551414416,"Normal",576,"NA","WD","Gd",11.8115474774603,"Barato"
"19",9.3482745580655,7.44132038971762,"1_story_1946_",0,3,"NridgHt","Attchd",200,50,2,5,"Y","1990_","1Fam",1704,6.18826412308259,"Ex",1704,8,7.10578612948127,"Normal",772,"Gd","WD","Gd",12.6313403809345,"Caro"
"20",9.70026917002919,7.37838371299671,"1_story_1946_",0,2,"NAmes","Attchd",0,546,1,6,"Y","1950_1960","1Fam",1600,5.33753807970132,"TA",1484,5,7.15305163493748,"Normal",319,"Gd","WD","TA",12.2428866186529,"Barato"
"21",8.75226531359572,6.25575004175337,"1_story_1945_",0,1,"BrkSide","Detchd",0,136,1,6,"Y","1920_1930","1Fam",520,6.25575004175337,"TA",520,4,0,"Normal",240,"NA","WD","Fa",11.1345890242503,"Barato"
"22",9.3101857069459,7.11882624906208,"1_story_1946_",0,3,"CollgCr","Attchd",0,30,2,5,"Y","1990_","1Fam",1234,7.11882624906208,"Ex",1234,8,0,"Normal",484,"NA","WD","Gd",12.1001564199386,"Barato"
"23",9.26416545867109,7.43897159239586,"1_story_1946_",0,4,"NAmes","Attchd",0,38,1,5,"Y","1950_1960","1Fam",1700,5.9427993751267,"TA",1398,5,6.92657703322272,"Normal",447,"Gd","WD","Gd",12.0167264737993,"Barato"
"24",9.05169627853659,7.16857989726403,"1_story_1946_",0,3,"NAmes","Attchd",650,0,1,6,"Y","1950_1960","1Fam",1297,4.44265125649032,"TA",1297,5,7.10167597161944,"Normal",498,"TA","WD","TA",11.9381932003746,"Barato"
"25",8.97752520096524,6.96413561241824,"1_story_1946_",0,3,"NAmes","Detchd",0,52,1,7,"Y","1950_1960","1Fam",1057,5.78996017089725,"TA",1057,5,6.59578051396131,"Abnorml",246,"NA","WD","Gd",11.5991031612113,"Barato"
"26",8.70632484013874,7.05012252026906,"duplex_all_style_age",0,2,"Edwards","NA",0,0,2,5,"N","1950_1960","Duplex",1152,0,"NA",0,4,0,"AdjLand",0,"NA","WD","Fa",11.3144745262464,"Barato"
"27",9.0663545214478,7.18916773842032,"1_story_1946_",0,3,"NAmes","Attchd",101,138,2,5,"Y","1960_1970","1Fam",1324,6.10031895202006,"TA",1088,6,6.46769872610435,"Abnorml",440,"TA","WD","TA",11.982929094216,"Barato"
"28",9.73542386748887,7.19218205871325,"1_story_1946_",0,2,"Timber","Attchd",0,104,1,6,"P","1950_1960","1Fam",1328,5.95064255258773,"TA",1350,5,6.87523208727658,"Normal",308,"Gd","WD","TA",12.0435537160324,"Barato"
"29",9.1248914101437,6.78558764500793,"split_foyer",0,2,"SawyerW","Attchd",0,240,1,7,"Y","1980_1990","1Fam",884,0,"Gd",840,5,6.61740297797448,"Normal",504,"NA","WD","Gd",11.8775685785581,"Barato"
"30",9.12706745278236,6.84481547920826,"1_story_1946_",0,3,"CollgCr","Detchd",0,145,1,6,"Y","1970_1980","1Fam",938,5.12396397940326,"Gd",938,5,5.63835466933375,"Normal",308,"NA","WD","TA",11.7772109596156,"Barato"
"31",8.98042393637454,7.04838640872188,"1_story_1946_",0,3,"NAmes","Attchd",0,0,1,6,"Y","1950_1960","1Fam",1150,6.14418563412565,"TA",1150,5,5.19295685089021,"Normal",300,"NA","WD","TA",11.8565151693603,"Barato"
"32",8.40223117294656,7.28138566357028,"2_family_conversion",716,2,"OldTown","NA",0,102,2,5,"N","1910_1920","2fmCon",736,6.60258789218934,"TA",736,4,0,"Partial",0,"NA","New","TA",11.6351430976945,"Barato"
"33",8.95454448838672,6.8627579130514,"1_story_1946_",0,3,"Sawyer","Attchd",0,0,1,7,"Y","1960_1970","1Fam",955,5.26269018890489,"TA",955,5,6.63856778916652,"Normal",386,"NA","WD","TA",11.7519423654407,"Barato"
"34",9.53748351330888,7.29369772060144,"2_story_1946_",676,3,"Gilbert","Attchd",0,75,2,6,"Y","1990_","1Fam",794,6.41836493593621,"Gd",794,6,5.20948615284142,"Normal",388,"NA","WD","TA",12.083905011556,"Barato"
"35",8.73889570493404,7.07072410726028,"1_5_story_fin",0,3,"BrkSide","Detchd",0,112,1,6,"Y","1930_1940","1Fam",816,6.70563909486,"TA",816,6,0,"Normal",528,"Gd","WD","TA",11.6483301019764,"Barato"
"36",9.04463991619846,6.70563909486,"duplex_all_style_age",0,2,"IDOTRR","CarPort",0,106,1,5,"Y","1960_1970","Duplex",816,0,"Gd",816,5,4.65396035015752,"Normal",516,"NA","WD","TA",11.6082356447746,"Barato"
"37",9.2277872855799,7.26262860097424,"1_story_1946_",0,3,"NAmes","Attchd",272,407,2,5,"Y","1960_1970","1Fam",1425,6.84161547647759,"TA",1425,6,6.19644412779452,"Normal",576,"Gd","WD","TA",12.1034860567551,"Barato"
"38",7.8808043446749,7.46164039220858,"2_story_PUD_1946",756,3,"Somerst","Attchd",456,115,2,5,"Y","1990_","Twnhs",983,5.77455154554441,"Gd",970,8,6.47697236288968,"Abnorml",480,"NA","WD","Gd",12.0581525154536,"Barato"
"39",9.47830431356186,7.05531284333975,"1_story_1946_",0,3,"SawyerW","Detchd",0,50,1,5,"Y","1990_","1Fam",1158,5.38449506278909,"Gd",1158,6,6.84800527457636,"Partial",576,"NA","New","Gd",11.9703503120091,"Barato"
"40",8.88197518424887,7.01391547481053,"2_5_story_all_ages",530,3,"IDOTRR","Detchd",0,144,1,7,"N","1910_1920","1Fam",581,6.27476202124194,"TA",530,5,0,"Normal",288,"NA","WD","Fa",11.5228757958234,"Barato"
"41",9.23999625688369,7.44483327389219,"2_story_1945_",808,3,"OldTown","Detchd",0,87,2,6,"Y","1920_1930","1Fam",902,6.3578422665081,"TA",576,7,0,"Normal",480,"NA","WD","TA",11.8493977015914,"Barato"
"42",9.89852526070631,7.69984240739699,"1_story_1946_",0,3,"NAmes","Attchd",287,301,2,5,"Y","1960_1970","1Fam",2207,6.94312242281943,"Gd",1947,7,6.81673588059497,"Normal",576,"Gd","WD","TA",12.1007121298723,"Barato"
"43",9.27481639116055,7.29979736675816,"1_story_1946_",0,3,"CollgCr","Attchd",167,173,2,5,"Y","1990_","1Fam",1479,6.08904487544685,"Gd",1453,7,6.92165818415113,"Normal",558,"NA","WD","Gd",12.3282902782544,"Barato"
"44",9.65464150386955,7.73543335249969,"1_5_story_fin",983,3,"ClearCr","Attchd",0,135,2,4,"Y","1950_1960","1Fam",1304,6.55393340402581,"TA",1304,7,6.40357419793482,"Normal",667,"TA","WD","TA",12.3238556811866,"Barato"
"45",9.5216413100266,7.70706265537047,"1_story_1946_",0,3,"NAmes","Attchd",1115,300,2,6,"Y","1970_1980","1Fam",2223,5.8406416573734,"Gd",2223,7,7.53955882930103,"Normal",516,"Gd","WD","TA",12.4049235042753,"Barato"
"46",8.93590352627442,6.74051935960622,"1_story_1946_",0,2,"Mitchel","Detchd",0,0,1,6,"Y","1980_1990","1Fam",845,5.63835466933375,"TA",845,4,6.33859407820318,"Normal",360,"NA","WD","TA",11.7714361601217,"Barato"
"47",9.22444049635496,7.44949800538285,"2_story_1946_",833,3,"Gilbert","Attchd",40,385,2,5,"Y","1990_","1Fam",885,6.72503364216684,"Gd",832,7,0,"Normal",427,"TA","WD","TA",12.1281111040605,"Barato"
"48",9.23024103368252,6.99117688712121,"1_story_1946_",0,3,"NAmes","Attchd",104,0,1,7,"Y","1950_1960","1Fam",1086,6.00388706710654,"TA",1086,5,5.77144112313002,"Normal",490,"NA","WD","TA",11.8837991283088,"Barato"
"49",8.66406026722579,7.38150189450671,"1_5_story_fin",765,3,"OldTown","Detchd",0,202,2,6,"Y","1910_1920","1Fam",840,6.73459165997295,"Fa",840,3,0,"Normal",379,"NA","WD","TA",11.5843154610569,"Barato"
"50",9.04499391938819,6.8596149036542,"1_story_1946_",0,2,"NAmes","Detchd",0,0,1,7,"Y","1950_1960","1Fam",952,6.58617165485467,"TA",952,4,5.43372200355424,"Normal",283,"NA","WD","TA",11.8185702377962,"Barato"
"51",9.0636947916347,7.15929190479756,"1_5_story_fin",213,2,"BrkSide","Detchd",0,0,1,5,"Y","1940_1950","1Fam",1072,5.69035945432406,"TA",672,5,5.82008293035236,"Normal",240,"NA","WD","TA",11.7519423654407,"Barato"
"52",9.28535507578163,7.47816969415979,"duplex_all_style_age",0,4,"Sawyer","NA",0,0,2,5,"Y","1960_1970","Duplex",1768,7.47816969415979,"TA",1768,4,0,"Normal",0,"NA","WD","TA",11.8240798936072,"Barato"
"53",9.25349564229011,7.11558212618445,"1_5_story_fin",548,2,"OldTown","Detchd",0,202,1,6,"Y","_1910","1Fam",682,6.08904487544685,"TA",440,5,0,"Normal",440,"NA","WD","TA",11.6082356447746,"Barato"
"54",8.41205487329293,7.19893124068817,"1_story_PUD_1946_",0,2,"Mitchel","Attchd",443,199,2,5,"Y","1990_","TwnhsE",1337,3.61091791264422,"Ex",1237,6,7.09174211509515,"Normal",405,"NA","WD","TA",11.9414558460094,"Barato"
"55",9.2308290384035,7.35500192110526,"1_story_1946_",0,3,"Somerst","Attchd",468,243,2,5,"Y","1990_","1Fam",1563,7.33367639565768,"Gd",1563,8,3.52636052461616,"Normal",758,"Gd","WD","Gd",12.4090134895269,"Barato"
"56",9.09301972939964,6.97166860472579,"1_story_1946_",0,3,"NAmes","Detchd",66,74,1,5,"Y","1950_1960","1Fam",1065,6.97166860472579,"TA",1065,5,0,"Normal",461,"NA","COD","TA",11.7479975871497,"Barato"
"57",9.68408698750075,7.79069603117474,"2_story_1946_",1116,4,"NoRidge","Attchd",284,209,2,5,"Y","1990_","1Fam",1301,7.16162200293919,"Gd",1288,8,0,"Normal",462,"TA","WD","Gd",12.4684369099977,"Caro"
"58",8.28197705886776,7.11069612297883,"2_story_PUD_1946",612,2,"Somerst","Detchd",76,234,2,5,"Y","1990_","TwnhsE",612,6.41836493593621,"Gd",612,6,0,"Partial",528,"NA","New","Gd",12.0106658491876,"Barato"
"59",9.04793908261736,7.11963563801764,"1_story_1946_",0,2,"NAmes","Attchd",203,0,1,3,"Y","1960_1970","1Fam",1235,6.45519856334012,"TA",1235,5,6.39859493453521,"Abnorml",480,"NA","WD","TA",11.4988265405907,"Barato"
"60",9.50009529458889,6.87212810133899,"1_story_1945_",0,2,"Crawfor","Detchd",0,44,1,7,"Y","1920_1930","1Fam",964,5.0998664278242,"Gd",876,5,6.57088296233958,"Normal",432,"NA","WD","TA",12.0045682693194,"Barato"
"61",9.23649532945303,7.37086016653672,"1_story_1946_",0,3,"CollgCr","Attchd",183,187,2,5,"Y","1990_","1Fam",1588,6.05678401322862,"Gd",1588,7,7.05875815251866,"Normal",472,"NA","WD","Gd",12.273731294004,"Barato"
"62",9.2985343827121,6.86797440897029,"1_story_1946_",0,3,"Edwards","Attchd",48,120,1,5,"P","1960_1970","1Fam",960,6.08904487544685,"TA",960,4,6.25575004175337,"Normal",432,"NA","WD","TA",11.4589971229447,"Barato"
"63",9.14002519806116,7.11151211649616,"1_story_1946_",0,3,"NAmes","NA",0,352,1,5,"Y","1950_1960","1Fam",1225,5.94542060860658,"TA",950,4,6.3456363608286,"Normal",0,"NA","WD","TA",11.7671800113095,"Barato"
"64",9.12771934328785,7.45760928971561,"2_story_1946_",755,3,"SawyerW","Attchd",336,238,2,5,"Y","1980_1990","1Fam",977,6.60934924316738,"Gd",741,6,0,"Normal",476,"TA","WD","Gd",12.0895388292742,"Barato"
"65",8.85637603673042,7.33693691370762,"duplex_all_style_age",0,4,"SawyerW","Attchd",0,0,2,5,"Y","1970_1980","Duplex",1535,0,"NA",0,5,0,"Alloca",410,"NA","WD","TA",11.6865762053166,"Barato"
"66",8.95660873889395,7.50604217851812,"1_5_story_fin",592,4,"IDOTRR","Detchd",600,184,1,4,"Y","1930_1940","1Fam",1226,6.70563909486,"TA",1040,7,5.41610040220442,"Normal",240,"TA","WD","TA",12.0406082058026,"Barato"
"67",9.28739400141847,6.95463886488099,"1_story_1945_",0,2,"OldTown","Detchd",0,0,1,7,"N","_1910","1Fam",1047,6.46458830368996,"Fa",641,4,0,"Normal",273,"NA","WD","TA",11.5129254649702,"Barato"
"68",8.69968140098951,6.67203294546107,"1_story_1946_",0,2,"OldTown","Detchd",0,0,1,5,"Y","1940_1950","1Fam",789,6.24804287450843,"TA",789,5,4.65396035015752,"Partial",250,"NA","WD","TA",11.6526874073454,"Barato"
"69",9.04793908261736,7.32514895795557,"1_5_story_fin",520,3,"IDOTRR","NA",0,144,2,7,"N","1910_1920","1Fam",997,6.67708346124714,"TA",793,5,0,"Normal",0,"NA","WD","Fa",11.6526874073454,"Barato"
"70",9.37177871785371,7.52023455647463,"1_story_1946_",0,3,"NWAmes","Attchd",480,122,2,6,"Y","1970_1980","1Fam",1844,7.03878354138854,"Gd",1844,6,6.55961523749324,"Normal",546,"TA","COD","TA",12.1547793511426,"Barato"
"71",8.89013510781884,7.74975340627444,"2_story_1945_",884,3,"Crawfor","Detchd",0,224,2,8,"Y","1940_1950","1Fam",1436,4.65396035015752,"TA",1028,6,6.65286302935335,"Normal",180,"TA","WD","Gd",12.4665119815881,"Caro"
"72",8.0805469658245,7.28550654852279,"2_story_PUD_1946",729,2,"Somerst","Detchd",1129,32,2,5,"Y","1990_","TwnhsE",729,5.73979291217923,"Gd",729,6,6.04025471127741,"Normal",440,"Fa","WD","TA",12.0782392740203,"Barato"
"73",9.36022482151347,6.99668148817654,"1_story_1946_",0,3,"Sawyer","Attchd",116,164,1,5,"Y","1960_1970","1Fam",1092,5.53338948872752,"TA",1092,5,5.14166355650266,"Normal",288,"Po","WD","TA",11.8422292121128,"Barato"
"74",9.42359519054002,8.07806788181544,"2_story_1946_",1523,5,"SawyerW","Attchd",0,367,3,5,"Y","1980_1990","1Fam",1699,5.31811999384422,"Gd",1673,7,7.29369772060144,"Normal",594,"TA","WD","Gd",12.6760762747759,"Caro"
"75",9.04334083128001,7.2841348061952,"2_story_1946_",728,3,"CollgCr","Attchd",0,24,2,5,"Y","1990_","1Fam",728,6.59167373200866,"Gd",728,6,0,"Partial",390,"Gd","New","Gd",12.0075607293375,"Barato"
"76",9.97366638715737,6.89669433162271,"split_multi_level",0,1,"ClearCr","Attchd",0,260,1,5,"Y","1960_1970","1Fam",988,0,"TA",938,6,6.84481547920826,"Normal",540,"TA","WD","TA",12.1007121298723,"Barato"
"77",9.7435535146198,7.36960072052641,"1_story_1946_",0,3,"NWAmes","Attchd",0,192,2,5,"Y","1970_1980","1Fam",1586,7.21744343169653,"Gd",1362,6,0,"Normal",435,"TA","WD","TA",12.106252310248,"Barato"
"78",8.50289140670538,6.86589107488344,"1_story_PUD_1946_",0,2,"NPkVill","Attchd",0,205,2,5,"Y","1970_1980","TwnhsE",958,6.86589107488344,"Gd",1078,6,4.79579054559674,"Normal",440,"TA","WD","TA",11.7597855429018,"Barato"
"79",8.38685668968823,6.73459165997295,"1_5_story_unf",0,3,"OldTown","NA",0,0,1,7,"N","1920_1930","1Fam",840,6.32256523992728,"TA",672,5,4.76217393479776,"Normal",0,"TA","WD","TA",11.3736633976367,"Barato"
"80",8.93471861401677,7.20711885620776,"2_story_1946_",688,3,"NAmes","Attchd",266,296,1,5,"Y","1960_1970","1Fam",660,5.00394630594546,"TA",660,6,6.24027584517077,"Normal",453,"Fa","WD","TA",11.9511803959014,"Barato"
"81",9.10208678653593,6.96034772910131,"1_story_1946_",0,3,"NAmes","2Types",85,260,1,7,"Y","1950_1960","1Fam",1053,6.02586597382531,"TA",1008,5,6.34212141872115,"Abnorml",750,"NA","WD","Ex",11.9183905730784,"Barato"
"82",8.90774768678865,7.19142933003638,"1_story_1946_",0,3,"NAmes","Detchd",0,0,1,6,"Y","1950_1960","1Fam",1327,6.49072353450251,"TA",1063,5,6.00635315960173,"Normal",624,"NA","WD","Gd",11.9233781145894,"Barato"
"83",8.83258770243455,7.16780918431644,"1_story_1946_",0,2,"Timber","Attchd",136,217,2,5,"Y","1990_","1Fam",1296,5.57215403217776,"Ex",1267,8,6.91373735065968,"Normal",471,"NA","WD","Gd",12.3013828253345,"Barato"
"84",9.24338822602238,7.45124168498768,"1_story_1946_",0,3,"Sawyer","Attchd",0,276,2,6,"Y","1960_1970","1Fam",1721,6.79346613258001,"TA",1461,5,6.34738920965601,"Normal",440,"TA","WD","TA",12.1007121298723,"Barato"
"85",9.24532134087143,7.10249935577465,"1_story_1946_",0,3,"NAmes","Attchd",196,111,2,5,"Y","1960_1970","1Fam",1214,6.25382881157547,"TA",1214,5,6.54534966033442,"Normal",318,"Fa","WD","TA",11.870599909242,"Barato"
"86",9.31208435585947,7.58069975222456,"duplex_all_style_age",0,5,"Mitchel","2Types",70,0,3,5,"Y","1980_1990","Duplex",1959,7.55381085200823,"TA",1907,7,0,"Family",766,"NA","WD","TA",12.0494188354848,"Barato"
"87",9.11239672764606,7.52456122628536,"2_story_1946_",848,3,"CollgCr","Attchd",320,330,2,5,"Y","1990_","1Fam",1004,5.82008293035236,"Gd",1004,8,6.50578406012823,"Normal",660,"TA","WD","Gd",12.3458345879053,"Barato"
"88",9.64387450001194,7.4759059693674,"2_story_1946_",836,3,"CollgCr","Attchd",0,375,2,5,"Y","1990_","1Fam",928,4.68213122712422,"Gd",928,6,6.71174039505618,"Normal",470,"NA","WD","Gd",12.3523351525084,"Barato"
"89",9.05028898382796,7.23417717974985,"1_5_story_fin",475,4,"NAmes","Detchd",0,0,2,4,"Y","1950_1960","1Fam",910,6.00141487796115,"TA",910,5,6.23048144757848,"Normal",720,"NA","WD","TA",12.0197430673387,"Barato"
"90",9.24338822602238,7.31455283232408,"1_story_1946_",0,3,"CollgCr","Attchd",183,173,2,5,"Y","1990_","1Fam",1501,6.69950034016168,"Gd",1490,7,6.52209279817015,"Normal",577,"NA","WD","Gd",12.2258752728264,"Barato"
"91",9.11613957657736,7.45529848568329,"duplex_all_style_age",0,6,"Sawyer","Detchd",336,0,2,5,"Y","1960_1970","Duplex",1728,5.98393628068719,"TA",1728,5,7.19518732017871,"Abnorml",504,"NA","ConLI","TA",11.7360690162844,"Barato"
"92",7.83320394864106,7.44424864949671,"2_story_PUD_1946",739,3,"Edwards","Detchd",50,40,2,5,"Y","1990_","Twnhs",970,6.87832646829133,"Gd",970,6,0,"Normal",380,"NA","WD","Gd",11.7752897294377,"Barato"
"93",8.71948076085107,6.77536609093639,"1_story_1945_",0,2,"BrkSide","Detchd",0,48,1,7,"Y","1930_1940","1Fam",875,6.22851100359118,"TA",715,5,5.34710753071747,"Normal",180,"NA","WD","TA",11.5617156291397,"Barato"
"94",9.15967845717396,7.61874237767041,"2_story_1946_",1151,3,"Gilbert","BuiltIn",180,192,2,5,"Y","1990_","1Fam",884,6.78558764500793,"Gd",884,7,0,"Normal",434,"Gd","WD","Gd",12.3126823805884,"Barato"
"95",8.73889570493404,7.20414929203594,"1_5_story_fin",448,3,"BrkSide","Detchd",0,314,1,4,"Y","1930_1940","1Fam",896,6.7990558620588,"Gd",896,5,0,"Normal",240,"NA","WD","TA",11.6526874073454,"Barato"
"96",9.24541789858888,6.87729607149743,"1_story_1946_",0,3,"CollgCr","Attchd",0,0,1,6,"Y","1970_1980","1Fam",969,5.53733426701854,"TA",969,5,6.57507584059962,"Normal",440,"NA","WD","TA",11.7117763237154,"Barato"
"97",9.60265269350605,7.59789795052178,"2_story_1946_",896,4,"NWAmes","Attchd",252,66,2,5,"Y","1970_1980","1Fam",1097,6.01615715969835,"TA",825,6,6.0330862217988,"Normal",495,"Gd","WD","TA",12.1547793511426,"Barato"
"98",9.51051903575725,7.13329595489607,"1_story_1946_",0,1,"ClearCr","Attchd",0,409,1,7,"Y","1950_1960","1Fam",1252,4.54329478227,"Gd",1602,6,6.06378520868761,"Normal",564,"Gd","WD","TA",12.3673407931263,"Barato"
"99",9.16962253869762,7.00033446027523,"1_5_story_fin",524,2,"Edwards","NA",0,136,1,5,"N","1920_1930","1Fam",572,6.35088571671474,"TA",572,6,0,"Normal",0,"NA","WD","TA",11.2772031314492,"Barato"
"100",8.88197518424887,6.94793706861497,"1_story_1946_",0,2,"NAmes","Detchd",0,0,1,7,"Y","1940_1950","1Fam",1040,0,"NA",0,5,0,"Normal",625,"NA","WD","TA",11.6036798282387,"Barato"
"101",9.39299520656026,7.58528107863913,"2_story_1946_",1194,4,"Timber","BuiltIn",84,75,2,5,"Y","1990_","1Fam",774,6.65286302935335,"Ex",774,8,0,"Partial",680,"Gd","New","Ex",12.5043236693312,"Caro"
"102",9.87194528452625,7.80913539812054,"2_story_1946_",1070,4,"Gilbert","Attchd",456,539,2,5,"Y","1990_","1Fam",1392,7.19743535409659,"Gd",1392,7,4.06044301054642,"Partial",576,"Gd","New","Gd",12.6760762747759,"Caro"
"103",9.52434786959551,7.88945914940452,"2_story_1946_",1096,3,"NridgHt","BuiltIn",664,400,2,5,"Y","1990_","1Fam",1572,6.32256523992728,"Ex",1572,9,6.92461239604856,"Normal",726,"Gd","WD","Ex",12.9299914847569,"Caro"
"104",8.59433940059289,7.38832785957711,"1_story_unf_attic",467,3,"OldTown","Detchd",0,183,2,7,"Y","1920_1930","1Fam",1149,6.65929391968364,"TA",1149,6,5.91620206260743,"Normal",216,"NA","WD","Gd",11.9316357998284,"Barato"
"105",9.22098353207466,7.21229446850034,"2_family_conversion",547,4,"Edwards","NA",0,140,2,7,"Y","1930_1940","2fmCon",808,4.72738781871234,"TA",644,5,5.8636311755981,"Normal",0,"NA","WD","TA",11.7558716435806,"Barato"
"106",9.27883978840087,7.53262361878879,"1_story_1946_",0,2,"ClearCr","Attchd",0,618,1,5,"Y","1950_1960","1Fam",1867,6.15485809401642,"TA",1617,5,5.94017125272043,"Normal",303,"Gd","COD","TA",12.1547793511426,"Barato"
"107",9.26511260782316,7.67878899819915,"2_story_1946_",551,3,"NridgHt","Attchd",300,298,1,5,"Y","1990_","1Fam",1610,5.68697535633982,"Ex",1582,8,7.16162200293919,"Partial",789,"Gd","New","Ex",12.6934986204678,"Caro"
"108",9.0173622349937,7.45066079621154,"2_story_1946_",880,3,"Gilbert","Attchd",0,148,2,5,"Y","1990_","1Fam",840,6.73459165997295,"Gd",840,7,0,"Normal",440,"Gd","WD","Gd",12.1199699464768,"Barato"
"109",9.72136597574484,7.44307837434852,"1_story_1946_",0,2,"Timber","Attchd",653,638,2,6,"Y","1980_1990","1Fam",1707,7.43070708254597,"Gd",1686,8,0,"Normal",511,"TA","WD","TA",12.3371009079366,"Barato"
"110",8.57678198282789,7.47760424319759,"2_story_PUD_1946",703,2,"StoneBr","Attchd",0,476,2,7,"Y","1980_1990","TwnhsE",1064,5.87211778947542,"Gd",1064,7,6.20657592672493,"Normal",504,"TA","WD","Gd",12.3842188309136,"Barato"
