"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","GrupoPrecio"
"11","duplex_all_style_age","RL",0.379944950387011,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,"1960_1970","1960_1970","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","Slab","NA","NA","NA","NA",-1.41690593737042,"NA",-0.291669319640286,-3.02545084479508,-2.39104057762175,"GasA","TA","Y","SBrkr",0.342510284321543,-0.774634557004699,-0.0991637380559907,-0.282829312936974,-0.825377178471893,-0.247287524019095,0.782632751072817,-0.75451328527069,-1.03620832783924,4.37198814102441,"TA",-0.278708566589818,"Typ",-0.925709800057813,"NA","CarPort",-0.398458996704906,"Unf",0.30485717931597,0.19865061887451,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","Shed",0.746158620388314,"10","2006","WD","Normal",-2.24510049338482,-2.01334860752034,-0.270848379516639,-1.14402267616671,"FALSE","FALSE","Barato"
"12","1_story_1946_","RL",-0.319047514540882,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1960_1970","Hip","CompShg","BrkFace","Plywood","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","No","Unf",0.666959783998955,"Unf",-0.291669319640286,0.337771571758801,-0.0612639429698765,"GasA","TA","Y","SBrkr",0.45221516001017,-0.774634557004699,-0.0991637380559907,-0.182697854084019,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.278708566589818,"Min1",-0.925709800057813,"NA","Attchd",-0.752928072179134,"Unf",-1.0161905977199,-0.836798614305133,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","MnPrv","NA",-0.0918138264891371,"5","2009","COD","Abnorml",-0.745435770533163,-0.0852252971689083,-1.5164663210415,-1.14402267616671,"FALSE","FALSE","Barato"
"13","2_story_1946_","RL",0.92130397536463,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.53150777442982,"Gd","TA","PConc","Ex","TA","Av","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.761850915298943,0.230807180324674,"GasA","Ex","Y","SBrkr",-0.00956582835358577,2.05782594778272,-0.0991637380559907,1.57695441378521,-0.825377178471893,-0.247287524019095,2.58860252639551,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",1.62559853453298,"Typ",0.623629865303447,"Gd","BuiltIn",1.09818821085295,"RFn",1.62590495635184,1.77048121158415,"TA","TA","Y",1.17590820927277,1.57514720051514,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"11","2006","New","Partial",2.18815201719755,1.19552822868138,1.59757853277065,1.32522521061507,"FALSE","FALSE","Caro"
"14","1_story_1946_","RL",0.179057182441966,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.984611935911727,"Gd","TA","PConc","Gd","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.991565179514117,1.63229574869155,"GasA","Ex","Y","SBrkr",1.61559709754538,-0.774634557004699,-0.0991637380559907,0.716492754309761,-0.825377178471893,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",0.623629865303447,"Gd","Attchd",0.980031852361538,"RFn",0.30485717931597,0.282605962105292,"TA","TA","Y",0.623298508025851,1.64897633902905,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"9","2008","WD","Normal",0.992087373073506,1.22974040192786,-0.270848379516639,0.924129107178438,"FALSE","FALSE","Barato"
"15","1_story_PUD_1946_","RM",-1.46238834348767,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",-0.567688373417399,"TA","TA","PConc","Gd","TA","No","Unf",0.837709368613861,"Unf",-0.291669319640286,-0.178629384345179,-0.0363586533866203,"GasA","TA","Y","SBrkr",-0.259590893876503,-0.774634557004699,-0.0991637380559907,-0.899421988087937,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.278708566589818,"Typ",0.623629865303447,"TA","Attchd",-0.0439899212306775,"Unf",0.30485717931597,0.459845020036942,"TA","TA","Y",0.0546711342790177,0.925450781592709,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"6","2007","WD","Normal",-0.979043227109876,-0.469428884034492,-0.270848379516639,0.172073913234749,"FALSE","FALSE","Barato"
"16","1_story_1946_","RL",-0.148433560511868,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,"1960_1970","1990_","Gable","CompShg","Plywood","Plywood","None",-0.567688373417399,"TA","Gd","CBlock","TA","TA","Mn","ALQ",0.337932907647001,"ALQ",3.82669687207013,-0.168051674746946,0.00892369131020919,"GasA","Ex","Y","SBrkr",-0.259590893876503,-0.774634557004699,-0.0991637380559907,-0.899421988087937,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"TA","Attchd",-0.359073543874436,"Unf",-1.0161905977199,-0.948739071946176,"TA","TA","Y",2.50537502676537,0.63013422753706,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","MnPrv","NA",-0.0918138264891371,"5","2010","WD","Normal",-0.391867146836655,-0.439108204827792,-0.270848379516639,1.96447212546721,"FALSE","FALSE","Barato"
"17","1_story_1946_","RL",0.923375782590915,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",2.96779987558844,"Gd","TA","PConc","Gd","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.923753113530519,1.15456701213999,"GasA","Ex","Y","SBrkr",1.11809824267835,-0.774634557004699,-0.0991637380559907,0.363642452989827,-0.825377178471893,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",0.623629865303447,"Gd","Attchd",1.17695911651389,"RFn",1.62590495635184,1.94305608378076,"TA","TA","Y",-0.746212490716523,0.128096085642455,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"7","2009","WD","Normal",1.36563472981684,0.843782815190104,-0.270848379516639,-0.793063585659653,"FALSE","FALSE","Caro"
"18","1_story_1946_","RL",-0.414885556877328,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","Mn","Rec",0.410861162107876,"Rec",2.70462704139454,-0.234890398571572,-0.353335066264427,"GasA","TA","Y","SBrkr",-0.667795082485348,-0.774634557004699,-0.0991637380559907,-1.40125614408829,-0.825377178471893,3.83684479091262,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",-0.913477600297417,"Typ",-0.925709800057813,"NA","Detchd",1.09818821085295,"Unf",0.30485717931597,0.478501762977116,"TA","TA","Y",1.03174915677358,-0.226283779224324,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2010","WD","Normal",-0.851292909092888,-0.962527266578781,-0.893657350279069,0.447827484347435,"FALSE","FALSE","Barato"
"19","1_story_1946_","RL",0.501185904297399,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.537151704396926,"Gd","TA","PConc","Ex","TA","No","Unf",0.961978333193303,"Unf",-0.291669319640286,0.29641795474396,1.46701519054812,"GasA","Ex","Y","SBrkr",1.3834309652741,-0.774634557004699,-0.0991637380559907,0.556860430474197,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",0.623629865303447,"Gd","Attchd",1.21634456934436,"RFn",1.62590495635184,1.39268216704563,"TA","TA","Y",-0.746212490716523,0.0395011194257604,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2010","WD","Normal",1.97713031913287,1.07939626685086,0.97476956200822,-0.830666345356838,"FALSE","FALSE","Caro"
"20","1_story_1946_","RL",1.19269920372124,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1990_","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","Gd","Unf",0.977801940239893,"Unf",-0.291669319640286,-0.160252970131789,0.968909398882994,"GasA","TA","Y","SBrkr",1.11809824267835,-0.774634557004699,-0.0991637380559907,0.363642452989827,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-0.278708566589818,"Typ",2.17296953066471,"Gd","Attchd",-0.792313525009604,"RFn",-1.0161905977199,-0.720193970929047,"TA","TA","Y",1.56033234927063,3.11079328160452,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2006","WD","Normal",0.636899585647804,0.759841284350494,-0.270848379516639,2.27782845627708,"FALSE","FALSE","Barato"
"21","1_story_1945_","RM",-0.669707925102809,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","BrkTil","TA","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.332644489872686,-1.21369961550419,"GasA","Fa","N","SBrkr",-1.63728003043136,-0.774634557004699,-0.0991637380559907,-3.08288537013322,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,-2.24665453286852,-0.198938873711235,"Fa",-1.54824663400502,"Typ",-0.925709800057813,"NA","Detchd",-2.24957527973699,"Unf",-1.0161905977199,-1.08866464399748,"Fa","TA","Y",-0.353779514468708,-0.698790265713364,0.992249544388718,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2008","WD","Normal",-3.18691329015336,-2.71728426038082,-1.5164663210415,-0.29169345636386,"FALSE","FALSE","Barato"
"22","1_story_1946_","RL",0.426358204628824,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"Gd","TA","PConc","Ex","TA","Av","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.795944999944503,0.402880090172626,"GasA","Ex","Y","SBrkr",0.184331161235616,-0.774634557004699,-0.0991637380559907,-0.433208776458172,-0.825377178471893,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",-0.925709800057813,"NA","Attchd",1.17695911651389,"RFn",0.30485717931597,0.0493966753531199,"TA","TA","Y",-0.746212490716523,-0.255815434629889,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"1","2008","WD","Normal",0.144456423842094,0.0470850315786972,-0.270848379516639,-0.956008877680786,"FALSE","FALSE","Barato"
"23","1_story_1946_","RL",0.335948827203182,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Hip","CompShg","BrkFace","BrkFace","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","No","Unf",0.901982480171124,"Unf",-0.291669319640286,0.164652136187528,0.774195316686627,"GasA","Gd","Y","SBrkr",1.37322586055888,-0.774634557004699,-0.0991637380559907,0.549649533876608,-0.825377178471893,3.83684479091262,-1.02333702424987,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"Gd","Attchd",-0.713542619348665,"RFn",0.30485717931597,-0.123178196843487,"TA","TA","Y",-0.746212490716523,-0.137688813007629,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"4","2010","WD","Normal",-0.143390905148176,0.774329600249934,-0.270848379516639,-0.905871864751207,"FALSE","FALSE","Barato"
"24","1_story_1946_","RL",-0.0814588795825296,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1980_1990","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",3.02304187947916,"TA","TA","CBlock","TA","TA","No","Unf",0.960602329228524,"Unf",-0.291669319640286,-0.640629463121947,0.545519475967639,"GasA","Gd","Y","SBrkr",0.345061560500348,-0.774634557004699,-0.0991637380559907,-0.28046319504335,-0.825377178471893,3.83684479091262,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.913477600297417,"Typ",0.623629865303447,"TA","Attchd",-0.910469883501014,"Fin",0.30485717931597,0.114695275643728,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"10","2009","WD","Normal",-0.414343890715187,0.206363199240085,-0.893657350279069,-1.14402267616671,"FALSE","FALSE","Barato"
"25","1_story_1946_","RL",-0.227172151405202,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","Gd","CBlock","TA","TA","No","Unf",0.791237993623278,"Unf",-0.291669319640286,0.0826078385011407,0.00213133960568477,"GasA","TA","Y","SBrkr",-0.267244722412919,-0.774634557004699,-0.0991637380559907,-0.908114880583051,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",-0.913477600297417,"Typ",-0.925709800057813,"NA","Detchd",-0.949855336331484,"Unf",-1.0161905977199,-1.06067952958722,"TA","TA","Y",-0.746212490716523,0.0690327748313254,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"1","2010","WD","Abnorml",-1.58426148717759,-0.448174269581974,-0.270848379516639,-0.818132092124443,"FALSE","FALSE","Barato"
