"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","GrupoPrecio"
"11","duplex_all_style_age","RL",9.28656039788759,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,"1960_1970","1960_1970","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","Y","SBrkr",1296,0,0,7.16780918431644,0,0,2,0,2,1.09861228866811,"TA",6,"Typ",0,"NA","CarPort",1967,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","Shed",500,"10","2006","WD","Normal",11.4075649493124,7.16703787691222,2,0,"FALSE","FALSE","Barato"
"12","1_story_1946_","RL",8.93075873555827,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1960_1970","Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",6.22455842927536,"Unf",0,6.26530121273771,1029,"GasA","TA","Y","SBrkr",1339,0,0,7.20042489294496,0,0,1,0,3,0.693147180559945,"TA",6,"Min1",0,"NA","Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"5","2009","COD","Abnorml",11.8422292121128,7.7698009960039,1,0,"FALSE","FALSE","Barato"
"13","2_story_1946_","RL",9.56212336983449,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.05531284333975,1158,"GasA","Ex","Y","SBrkr",1158,1218,0,7.77359446736019,0,0,3,1,4,0.693147180559945,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,"NA","NA","NA",0,"11","2006","New","Partial",12.6925031124614,8.17018565287964,3.5,394,"FALSE","FALSE","Caro"
"14","1_story_1946_","RL",9.18430435742534,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",281,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.48324441607385,1777,"GasA","Ex","Y","SBrkr",1795,0,0,7.49331724886215,0,0,2,0,3,0.693147180559945,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",171,159,0,0,0,0,"NA","NA","NA",0,"9","2008","WD","Normal",12.3458345879053,8.18088094199639,2,330,"FALSE","FALSE","Barato"
"15","1_story_PUD_1946_","RM",8.34877453979127,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",6.73459165997295,"Unf",0,5.30330490805908,1040,"GasA","TA","Y","SBrkr",1060,0,0,6.96696713861398,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",1,"TA","Attchd",1976,"Unf",2,572,"TA","TA","Y",100,110,0,0,0,0,"NA","NA","NA",0,"6","2007","WD","Normal",11.7745202026587,7.64969262371151,2,210,"FALSE","FALSE","Barato"
"16","1_story_1946_","RL",9.01760477683336,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,"1960_1970","1990_","Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Mn","ALQ",5.24174701505964,"ALQ",668,5.32300997913841,1060,"GasA","Ex","Y","SBrkr",1060,0,0,6.96696713861398,1,0,1,0,3,0.693147180559945,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,0,0,0,0,"NA","MnPrv","NA",0,"5","2010","WD","Normal",11.9447078813958,7.65917136766606,2,496,"FALSE","FALSE","Barato"
"17","1_story_1946_","RL",9.56317796268366,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",640,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.35691824235602,1566,"GasA","Ex","Y","SBrkr",1600,0,0,7.37838371299671,0,0,2,0,3,0.693147180559945,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",0,56,0,0,0,0,"NA","NA","NA",0,"7","2009","WD","Normal",12.4541039123522,8.06022424044096,2,56,"FALSE","FALSE","Caro"
"18","1_story_1946_","RL",8.88197518424887,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",5.45958551414416,"Rec",486,5.19849703126583,900,"GasA","TA","Y","SBrkr",900,0,0,6.80350525760834,0,1,1,0,3,0.693147180559945,"Gd",5,"Typ",0,"NA","Detchd",2005,"Unf",2,576,"TA","TA","Y",222,32,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",11.8115474774603,7.49554194388426,1.5,254,"FALSE","FALSE","Barato"
"19","1_story_1946_","RL",9.3482745580655,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA","No","Unf",7.10578612948127,"Unf",0,6.18826412308259,1704,"GasA","Ex","Y","SBrkr",1704,0,0,7.44132038971762,1,0,2,0,3,0.693147180559945,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",0,50,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",12.6313403809345,8.13388088794921,3,50,"FALSE","FALSE","Caro"
"20","1_story_1946_","RL",9.70026917002919,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Gd","Unf",7.15305163493748,"Unf",0,5.33753807970132,1484,"GasA","TA","Y","SBrkr",1600,0,0,7.37838371299671,1,0,1,0,2,0.693147180559945,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",1,319,"TA","TA","Y",288,258,0,0,0,0,"NA","NA","NA",0,"12","2006","WD","Normal",12.2428866186529,8.03398273468322,2,546,"FALSE","FALSE","Barato"
"21","1_story_1945_","RM",8.75226531359572,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.25575004175337,520,"GasA","Fa","N","SBrkr",520,0,0,6.25575004175337,0,0,1,0,1,0.693147180559945,"Fa",4,"Typ",0,"NA","Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,0,87,0,0,0,"NA","NA","NA",0,"5","2008","WD","Normal",11.1345890242503,6.94697599213542,1,136,"FALSE","FALSE","Barato"
"22","1_story_1946_","RL",9.3101857069459,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.11882624906208,1234,"GasA","Ex","Y","SBrkr",1234,0,0,7.11882624906208,0,0,2,0,3,0.693147180559945,"Gd",7,"Typ",0,"NA","Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,"NA","NA","NA",0,"1","2008","WD","Normal",12.1001564199386,7.81116338502528,2,30,"FALSE","FALSE","Barato"
"23","1_story_1946_","RL",9.26416545867109,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",6.92657703322272,"Unf",0,5.9427993751267,1398,"GasA","Gd","Y","SBrkr",1700,0,0,7.43897159239586,0,1,1,1,4,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",0,38,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",12.0167264737993,8.03851202097681,2,38,"FALSE","FALSE","Barato"
"24","1_story_1946_","RL",9.05169627853659,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1980_1990","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock","TA","TA","No","Unf",7.10167597161944,"Unf",0,4.44265125649032,1297,"GasA","Gd","Y","SBrkr",1297,0,0,7.16857989726403,0,1,1,0,3,0.693147180559945,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"10","2009","WD","Normal",11.9381932003746,7.86095636487639,1.5,0,"FALSE","FALSE","Barato"
"25","1_story_1946_","RL",8.97752520096524,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",6.59578051396131,"Unf",0,5.78996017089725,1057,"GasA","TA","Y","SBrkr",1057,0,0,6.96413561241824,1,0,1,0,3,0.693147180559945,"Gd",5,"Typ",0,"NA","Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,"NA","NA","NA",0,"1","2010","WD","Abnorml",11.5991031612113,7.65633716643018,2,52,"FALSE","FALSE","Barato"
"26","duplex_all_style_age","RL",8.70632484013874,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,"1950_1960","1950_1960","Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","N","FuseP",1152,0,0,7.05012252026906,0,0,2,0,2,1.09861228866811,"Fa",6,"Typ",0,"NA","NA",1966,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",0,"6","2008","WD","AdjLand",11.3144745262464,7.04925484125584,2,0,"FALSE","FALSE","Barato"
"27","1_story_1946_","RL",9.0663545214478,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,"TA","TA","CBlock","TA","TA","No","Unf",6.46769872610435,"Unf",0,6.10031895202006,1088,"GasA","Ex","Y","SBrkr",1324,0,0,7.18916773842032,0,0,2,0,3,0.693147180559945,"TA",6,"Typ",1,"TA","Attchd",1965,"RFn",2,440,"TA","TA","Y",0,138,0,0,0,0,"NA","GdWo","NA",0,"12","2006","WD","Abnorml",11.982929094216,7.78821155784708,2,138,"FALSE","FALSE","Barato"
"28","1_story_1946_","RL",9.73542386748887,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","Gd","Unf",6.87523208727658,"Unf",0,5.95064255258773,1350,"GasA","Gd","Y","SBrkr",1328,0,0,7.19218205871325,0,1,1,1,2,0.693147180559945,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA","P",0,104,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",12.0435537160324,7.89282552625112,2,104,"FALSE","FALSE","Barato"
"29","split_foyer","RL",9.1248914101437,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,"1980_1990","1980_1990","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",6.61740297797448,"LwQ",93,0,840,"GasA","Gd","Y","SBrkr",884,0,0,6.78558764500793,1,0,1,0,2,0.693147180559945,"Gd",5,"Typ",0,"NA","Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,"NA","MnPrv","NA",0,"12","2007","WD","Normal",11.8775685785581,7.45240245122364,2,240,"FALSE","FALSE","Barato"
"30","1_story_1946_","RL",9.12706745278236,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"1970_1980","1970_1980","Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",5.63835466933375,"BLQ",491,5.12396397940326,938,"GasA","TA","Y","SBrkr",938,0,0,6.84481547920826,1,0,1,0,3,0.693147180559945,"TA",5,"Typ",0,"NA","Detchd",1977,"Unf",1,308,"TA","TA","Y",145,0,0,0,0,0,"NA","MnPrv","NA",0,"7","2008","WD","Normal",11.7772109596156,7.53689712956617,2,145,"FALSE","FALSE","Barato"
"31","1_story_1946_","RL",8.98042393637454,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.19295685089021,"BLQ",506,6.14418563412565,1150,"GasA","Ex","Y","FuseA",1150,0,0,7.04838640872188,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",0,"NA","Attchd",1959,"RFn",1,300,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",11.8565151693603,7.74066440191724,2,0,"FALSE","FALSE","Barato"
"32","2_family_conversion","RM",8.40223117294656,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,"1910_1920","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.60258789218934,736,"GasA","Gd","Y","SBrkr",736,716,0,7.28138566357028,0,0,2,0,2,1.38629436111989,"TA",8,"Typ",0,"NA","NA",1950,"NA",0,0,"NA","NA","N",0,0,102,0,0,0,"NA","NA","NA",0,"6","2009","New","Partial",11.6351430976945,7.69074316354187,2,102,"FALSE","FALSE","Barato"
"33","1_story_1946_","RL",8.95454448838672,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",6.63856778916652,"Unf",0,5.26269018890489,955,"GasA","Ex","Y","SBrkr",955,0,0,6.8627579130514,1,0,1,0,3,0.693147180559945,"TA",6,"Typ",0,"NA","Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"1","2007","WD","Normal",11.7519423654407,7.55485852104068,2,0,"FALSE","FALSE","Barato"
"34","2_story_1946_","RL",9.53748351330888,"Pave","NA","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",5.20948615284142,"Unf",0,6.41836493593621,794,"GasA","Gd","Y","SBrkr",794,676,0,7.29369772060144,0,1,2,0,3,0.693147180559945,"TA",6,"Typ",0,"NA","Attchd",1997,"Fin",2,388,"TA","TA","Y",0,75,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",12.083905011556,7.72488843932307,2.5,75,"FALSE","FALSE","Barato"
"35","1_5_story_fin","RM",8.73889570493404,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,"1930_1940","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,6.70563909486,816,"GasA","TA","Y","SBrkr",816,0,360,7.07072410726028,0,0,1,0,3,0.693147180559945,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,"NA","MnPrv","Shed",400,"9","2006","WD","Normal",11.6483301019764,7.39756153552405,1,112,"FALSE","FALSE","Barato"
"36","duplex_all_style_age","RM",9.04463991619846,"Grvl","NA","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","GLQ",4.65396035015752,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,6.70563909486,1,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,"NA","CarPort",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",11.6082356447746,7.39756153552405,2,106,"FALSE","FALSE","Barato"
"37","1_story_1946_","RL",9.2277872855799,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","Unf",6.19644412779452,"Unf",0,6.84161547647759,1425,"GasA","Gd","Y","SBrkr",1425,0,0,7.26262860097424,0,0,2,0,3,0.693147180559945,"TA",7,"Typ",1,"Gd","Attchd",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,"NA","NA","NA",0,"7","2008","WD","Normal",12.1034860567551,7.9550742732627,2,407,"FALSE","FALSE","Barato"
"38","2_story_PUD_1946","FV",7.8808043446749,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,"1990_","1990_","Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",6.47697236288968,"Unf",0,5.77455154554441,970,"GasA","Ex","Y","SBrkr",983,756,0,7.46164039220858,1,0,2,1,3,0.693147180559945,"Gd",7,"Typ",0,"NA","Attchd",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,"NA","NA","NA",0,"8","2009","WD","Abnorml",12.0581525154536,7.9043348420851,3.5,115,"FALSE","FALSE","Barato"
