"GrLivArea","LotArea","Total_Bathrooms","Total_porch_SF","MSZoning","LandContour","LotConfig","Condition1","BldgType","HouseStyle","RoofStyle","MasVnrType","Foundation","SaleType","SaleCondition","YearBuilt","YearRemodAdd","MoSold","YrSold","OverallQual","OverallCond","PavedDrive","Fence","BsmtFinSF1","Functional","ExterQual","BsmtQual","BsmtExposure","BsmtFinType1","BsmtUnfSF","CentralAir","KitchenQual","Fireplaces","FireplaceQu","BedroomAbvGr","KitchenAbvGr","LotShape","GarageArea","GarageCond","Neighborhood","has2ndFloor","Alley","TotalSF","GarageType","MasVnrArea","GrupoPrecio","SalePrice"
7.01660968389422,9.52485909838152,2.5,102,4,"Lvl","Inside","RRAe","1Fam","1Story","Gable",3,"PConc",9,"Normal","1990_","1990_","6","2008",5,5,"Y","NA",6.4723462945009,7,"TA","TA","No","Unf",6.15060276844628,"Y",3,0,"NA",3,0.693147180559945,"Reg",576,"TA","SawyerW","False","NA",7.70885960104718,"Detchd",0,"Barato",11.9766594812024
7.20042489294496,8.93075873555827,1,0,4,"Lvl","Inside","Norm","1Fam","1Story","Hip",3,"CBlock",1,"Abnorml","1930_1960","1960_1990","5","2009",5,6,"Y","MnPrv",6.22455842927536,3,"TA","TA","No","Unf",6.26530121273771,"Y",2,0,"NA",3,0.693147180559945,"Reg",294,"TA","NAmes","False","NA",7.7698009960039,"Attchd",0,"Barato",11.8422292121128
7.77359446736019,9.56212336983449,3.5,394,4,"Lvl","Corner","Norm","1Fam","2Story","Gable",2,"PConc",7,"Partial","1990_","1990_","11","2006",8,5,"Y","NA",0,7,"Gd","Ex","Av","Unf",7.05531284333975,"Y",3,1,"Gd",4,0.693147180559945,"IR1",853,"TA","NridgHt","True","NA",8.17018565287964,"BuiltIn",380,"Caro",12.6925031124614
7.01121398735037,8.9159693113736,1,205,5,"Bnk","Inside","Norm","1Fam","1.5Unf","Gable",3,"PConc",9,"Normal","1900_1930","1930_1960","6","2007",7,7,"N","GdPrv",0,7,"TA","TA","No","Unf",6.45833828334479,"Y",3,1,"Gd",3,0.693147180559945,"Reg",280,"TA","IDOTRR","False","Grvl",7.46450983463653,"Attchd",0,"Barato",11.8451027773086
7.49331724886215,9.18430435742534,2,330,4,"Lvl","Inside","Norm","1Fam","1Story","Hip",2,"PConc",9,"Normal","1990_","1990_","9","2008",8,5,"Y","NA",0,7,"Gd","Gd","No","Unf",7.48324441607385,"Y",3,1,"Gd",3,0.693147180559945,"Reg",534,"TA","CollgCr","False","NA",8.18088094199639,"Attchd",281,"Caro",12.3458345879053
6.96696713861398,8.34877453979127,2,210,5,"Lvl","Inside","Norm","TwnhsE","1Story","Gable",3,"PConc",9,"Normal","1960_1990","1960_1990","6","2007",5,7,"Y","NA",6.73459165997295,7,"TA","Gd","No","Unf",5.30330490805908,"Y",2,1,"TA",3,0.693147180559945,"Reg",572,"TA","MeadowV","False","NA",7.64969262371151,"Attchd",0,"Barato",11.7745202026587
6.96696713861398,9.01760477683336,2,496,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1990_","5","2010",5,8,"Y","MnPrv",5.24174701505964,7,"TA","TA","Mn","ALQ",5.32300997913841,"Y",3,1,"TA",3,0.693147180559945,"IR1",270,"TA","Sawyer","False","NA",7.65917136766606,"Attchd",0,"Barato",11.9447078813958
7.37838371299671,9.56317796268366,2,56,4,"Lvl","Corner","Norm","1Fam","1Story","Gable",4,"PConc",9,"Normal","1990_","1990_","7","2009",8,5,"Y","NA",0,7,"Gd","Gd","No","Unf",7.35691824235602,"Y",3,1,"Gd",3,0.693147180559945,"Reg",890,"TA","NridgHt","False","NA",8.06022424044096,"Attchd",640,"Caro",12.4541039123522
6.80350525760834,8.88197518424887,1.5,254,4,"Lvl","Corner","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1930_1960","1990_","5","2010",5,7,"Y","NA",5.45958551414416,7,"TA","TA","Mn","Rec",5.19849703126583,"Y",3,0,"NA",3,0.693147180559945,"Reg",576,"TA","NAmes","False","NA",7.49554194388426,"Detchd",0,"Barato",11.8115474774603
7.44132038971762,9.3482745580655,3,50,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",4,"PConc",9,"Normal","1990_","1990_","5","2010",8,5,"Y","NA",7.10578612948127,7,"Gd","Ex","No","Unf",6.18826412308259,"Y",3,1,"Gd",3,0.693147180559945,"Reg",772,"TA","NridgHt","False","NA",8.13388088794921,"Attchd",200,"Caro",12.6313403809345
7.37838371299671,9.70026917002919,2,546,4,"Lvl","CulDSac","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1930_1960","1990_","12","2006",5,6,"Y","NA",7.15305163493748,7,"TA","TA","Gd","Unf",5.33753807970132,"Y",2,2,"Gd",2,0.693147180559945,"IR1",319,"TA","NAmes","False","NA",8.03398273468322,"Attchd",0,"Caro",12.2428866186529
6.25575004175337,8.75226531359572,1,136,5,"Lvl","Inside","Feedr","1Fam","1Story","Gable",3,"BrkTil",9,"Normal","1900_1930","1930_1960","5","2008",4,6,"Y","NA",0,7,"TA","TA","No","Unf",6.25575004175337,"N",1,0,"NA",1,0.693147180559945,"IR1",240,"TA","BrkSide","False","NA",6.94697599213542,"Detchd",0,"Barato",11.1345890242503
7.11395610956603,9.05310159554969,1.5,65,4,"Lvl","CulDSac","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1990_","6","2008",5,6,"Y","MnPrv",0,7,"TA","TA","No","Unf",7.11395610956603,"Y",3,0,"NA",3,0.693147180559945,"IR1",271,"TA","Sawyer","False","NA",7.80628928926703,"Attchd",0,"Barato",11.9140478236443
7.11882624906208,9.3101857069459,2,30,4,"Lvl","Corner","Norm","1Fam","1Story","Gable",3,"PConc",9,"Normal","1990_","1990_","1","2008",8,5,"Y","NA",0,7,"Gd","Ex","Av","Unf",7.11882624906208,"Y",3,0,"NA",3,0.693147180559945,"Reg",484,"TA","CollgCr","False","NA",7.81116338502528,"Attchd",0,"Normal",12.1001564199386
7.43897159239586,9.26416545867109,2,38,4,"Lvl","Inside","Norm","1Fam","1Story","Hip",3,"CBlock",9,"Normal","1930_1960","1930_1960","4","2010",5,5,"Y","NA",6.92657703322272,7,"TA","TA","No","Unf",5.9427993751267,"Y",3,1,"Gd",4,0.693147180559945,"IR1",447,"TA","NAmes","False","NA",8.03851202097681,"Attchd",0,"Normal",12.0167264737993
7.35372233039963,8.89754559870933,3,250,4,"Lvl","Inside","Norm","TwnhsE","1Story","Hip",2,"PConc",9,"Normal","1990_","1990_","8","2007",9,5,"Y","NA",7.05098944706805,7,"Ex","Ex","No","Unf",6.0137151560428,"Y",4,1,"Gd",2,0.693147180559945,"Reg",556,"TA","NridgHt","False","NA",8.04622910107538,"Attchd",246,"Caro",12.5335762121686
7.80506704425849,9.50442689210096,3.5,145,4,"Lvl","Inside","Norm","1Fam","2Story","Gable",4,"PConc",9,"Normal","1990_","1990_","9","2006",8,5,"Y","NA",0,7,"Gd","Ex","Av","Unf",7.01929665371504,"Y",3,1,"Gd",4,0.693147180559945,"Reg",691,"TA","NridgHt","True","NA",8.18004072349016,"BuiltIn",132,"Caro",12.6410965558799
7.00124562206948,9.29284159348793,1.5,456,4,"Lvl","Corner","Norm","1Fam","1Story","Gable",3,"PConc",9,"Normal","1990_","1990_","6","2009",5,5,"Y","NA",0,7,"TA","Gd","No","Unf",7.00124562206948,"Y",2,0,"NA",3,0.693147180559945,"Reg",672,"TA","CollgCr","False","NA",7.69348164083518,"Attchd",0,"Barato",11.8844890214027
7.16857989726403,9.05169627853659,1.5,0,4,"Lvl","Inside","Norm","1Fam","1Story","Hip",2,"CBlock",9,"Normal","1930_1960","1960_1990","10","2009",5,6,"Y","NA",7.10167597161944,7,"TA","TA","No","Unf",4.44265125649032,"Y",2,1,"TA",3,0.693147180559945,"Reg",498,"TA","NAmes","False","NA",7.86095636487639,"Attchd",650,"Barato",11.9381932003746
6.96413561241824,8.97752520096524,2,52,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Abnorml","1930_1960","1990_","1","2010",5,7,"Y","NA",6.59578051396131,7,"TA","TA","No","Unf",5.78996017089725,"Y",3,0,"NA",3,0.693147180559945,"Reg",246,"TA","NAmes","False","NA",7.65633716643018,"Detchd",0,"Barato",11.5991031612113
7.05012252026906,8.70632484013874,2,0,4,"Lvl","Inside","Norm","Duplex","1Story","Gable",3,"PConc",9,"AdjLand","1930_1960","1930_1960","6","2008",4,5,"N","NA",0,7,"TA","NA","NA","NA",0,"N",1,0,"NA",2,1.09861228866811,"Reg",0,"NA","Edwards","False","NA",7.04925484125584,"NA",0,"Barato",11.3144745262464
7.18916773842032,9.0663545214478,2,138,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",2,"CBlock",9,"Abnorml","1960_1990","1960_1990","12","2006",6,5,"Y","GdWo",6.46769872610435,7,"TA","TA","No","Unf",6.10031895202006,"Y",2,1,"TA",3,0.693147180559945,"Reg",440,"TA","NAmes","False","NA",7.78821155784708,"Attchd",101,"Barato",11.982929094216
7.19218205871325,9.73542386748887,2,104,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1930_1960","1930_1960","7","2007",5,6,"P","NA",6.87523208727658,7,"TA","TA","Gd","Unf",5.95064255258773,"Y",2,2,"Gd",2,0.693147180559945,"Reg",308,"TA","Timber","False","NA",7.89282552625112,"Attchd",0,"Normal",12.0435537160324
6.78558764500793,9.1248914101437,2,240,4,"Lvl","CulDSac","Norm","1Fam","SFoyer","Gable",3,"CBlock",9,"Normal","1960_1990","1960_1990","12","2007",5,7,"Y","MnPrv",6.61740297797448,7,"TA","Gd","Av","LwQ",0,"Y",3,0,"NA",2,0.693147180559945,"IR1",504,"Gd","SawyerW","False","NA",7.45240245122364,"Attchd",0,"Barato",11.8775685785581
6.84481547920826,9.12706745278236,2,145,4,"Lvl","CulDSac","Norm","1Fam","1Story","Hip",3,"CBlock",9,"Normal","1960_1990","1960_1990","7","2008",5,6,"Y","MnPrv",5.63835466933375,7,"TA","Gd","Av","BLQ",5.12396397940326,"Y",2,0,"NA",3,0.693147180559945,"IR1",308,"TA","CollgCr","False","NA",7.53689712956617,"Detchd",0,"Barato",11.7772109596156
7.04838640872188,8.98042393637454,2,0,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1930_1960","1930_1960","5","2006",5,6,"Y","NA",5.19295685089021,7,"TA","TA","No","BLQ",6.14418563412565,"Y",2,0,"NA",3,0.693147180559945,"Reg",300,"TA","NAmes","False","NA",7.74066440191724,"Attchd",0,"Barato",11.8565151693603
7.46908388492123,8.94363670590959,3,278,4,"Lvl","Inside","Norm","TwnhsE","1Story","Hip",2,"PConc",9,"Normal","1990_","1990_","2","2010",9,5,"Y","NA",6.12468339089421,7,"Ex","Ex","No","Unf",7.16780918431644,"Y",4,1,"Gd",2,0.693147180559945,"Reg",576,"TA","NridgHt","False","NA",8.16166045205628,"Attchd",412,"Caro",12.6757637259376
7.67322312112171,9.45899571245912,2.5,409,4,"Lvl","CulDSac","Norm","1Fam","1.5Fin","Gable",3,"PConc",9,"Abnorml","1990_","1990_","8","2009",7,5,"Y","NA",7.20934025660291,7,"Gd","Ex","No","Unf",4.43081679884331,"Y",3,1,"Ex",1,0.693147180559945,"IR1",670,"TA","Mitchel","True","NA",8.18395571730495,"Attchd",0,"Caro",12.3870850123755
7.41276401742656,9.31443008050056,2,146,2,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"PConc",9,"Normal","1990_","1990_","7","2007",8,5,"Y","NA",3.2188758248682,7,"Gd","Gd","Av","Unf",7.39817409297047,"Y",3,0,"NA",3,0.693147180559945,"Reg",826,"TA","Somerst","False","NA",8.10530751550515,"Attchd",0,"Caro",12.4280154762679
7.28138566357028,8.40223117294656,2,102,5,"Lvl","Inside","Norm","2fmCon","2Story","Gable",3,"BrkTil",7,"Partial","1900_1930","1990_","6","2009",4,5,"N","NA",0,7,"TA","TA","No","Unf",6.60258789218934,"Y",2,0,"NA",2,1.38629436111989,"Reg",0,"NA","OldTown","True","NA",7.69074316354187,"NA",0,"Barato",11.6351430976945
6.8627579130514,8.95454448838672,2,0,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1960_1990","1","2007",5,7,"Y","MnPrv",6.63856778916652,7,"TA","TA","No","Unf",5.26269018890489,"Y",2,0,"NA",3,0.693147180559945,"Reg",386,"TA","Sawyer","False","NA",7.55485852104068,"Attchd",0,"Barato",11.7519423654407
7.29369772060144,9.53748351330888,2.5,75,4,"Lvl","Corner","Norm","1Fam","2Story","Gable",3,"PConc",9,"Normal","1990_","1990_","7","2007",6,6,"Y","NA",5.20948615284142,7,"TA","Gd","Av","Unf",6.41836493593621,"Y",2,0,"NA",3,0.693147180559945,"IR2",388,"TA","Gilbert","True","NA",7.72488843932307,"Attchd",0,"Normal",12.083905011556
7.07072410726028,8.73889570493404,1,112,5,"Lvl","Inside","Norm","1Fam","1.5Fin","Gable",3,"PConc",9,"Normal","1930_1960","1930_1960","9","2006",6,6,"Y","MnPrv",0,7,"TA","TA","No","Unf",6.70563909486,"Y",2,1,"Gd",3,0.693147180559945,"Reg",528,"TA","BrkSide","False","NA",7.39756153552405,"Detchd",0,"Barato",11.6483301019764
6.70563909486,9.04463991619846,2,106,5,"Bnk","Corner","RRNn","Duplex","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1960_1990","5","2010",5,5,"Y","NA",4.65396035015752,7,"Fa","Gd","Gd","GLQ",0,"N",2,0,"NA",2,0.693147180559945,"IR2",516,"TA","IDOTRR","False","NA",7.39756153552405,"CarPort",0,"Barato",11.6082356447746
7.51914995766982,10.8252035410553,2.5,929,4,"Low","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1960_1990","11","2006",9,5,"Y","NA",7.50163445788341,7,"Gd","Ex","Gd","Unf",3.49650756146648,"Y",3,1,"Gd",0,0.693147180559945,"IR1",894,"TA","Veenker","False","NA",8.2117543973752,"Attchd",0,"Caro",12.8609986132699
7.21597500265147,8.87276752991094,1,50,4,"Bnk","Inside","Norm","1Fam","SLvl","Gable",3,"CBlock",9,"Normal","1930_1960","1930_1960","2","2007",5,5,"Y","MnPrv",5.95324333428778,3,"TA","TA","No","Unf",0,"Y",2,1,"TA",3,0.693147180559945,"Reg",572,"TA","NAmes","False","NA",7.46393660446893,"Detchd",0,"Barato",11.7752897294377
7.26262860097424,9.2277872855799,2,407,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",2,"CBlock",9,"Normal","1960_1990","1960_1990","7","2008",6,5,"Y","NA",6.19644412779452,7,"TA","TA","No","Unf",6.84161547647759,"Y",2,1,"Gd",3,0.693147180559945,"IR1",576,"TA","NAmes","False","NA",7.9550742732627,"Attchd",272,"Normal",12.1034860567551
7.46164039220858,7.8808043446749,3.5,115,2,"Lvl","Inside","Norm","Twnhs","2Story","Gable",2,"PConc",9,"Abnorml","1990_","1990_","8","2009",8,5,"Y","NA",6.47697236288968,7,"Gd","Gd","No","Unf",5.77455154554441,"Y",3,0,"NA",3,0.693147180559945,"Reg",480,"TA","Somerst","True","Pave",7.9043348420851,"Attchd",456,"Normal",12.0581525154536
7.45066079621154,9.36271805239707,2.5,70,4,"Lvl","Corner","Norm","1Fam","2Story","Gable",3,"PConc",9,"Normal","1990_","1990_","8","2006",7,5,"Y","NA",0,7,"Gd","Gd","No","Unf",6.75809450442773,"Y",3,0,"NA",3,0.693147180559945,"IR1",565,"TA","CollgCr","True","NA",7.85554467791566,"Attchd",0,"Caro",12.1884177102915
7.98820359702258,9.52390946537981,3.5,229,4,"HLS","CulDSac","Norm","1Fam","2Story","Hip",2,"PConc",7,"Partial","1990_","1990_","10","2006",10,5,"Y","NA",0,7,"Ex","Ex","Gd","Unf",7.25205395185281,"Y",3,1,"Gd",3,0.693147180559945,"IR2",641,"TA","StoneBr","True","NA",8.3790798892866,"BuiltIn",1031,"Caro",12.9917534274931
6.66057514983969,8.88197518424887,1,196,4,"Bnk","Inside","Norm","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1960_1990","1960_1990","1","2008",5,7,"Y","MnPrv",6.45047042214418,7,"TA","TA","Av","Unf",5.00394630594546,"Y",2,0,"NA",2,0.693147180559945,"Reg",352,"TA","CollgCr","False","NA",7.35244110024358,"Detchd",0,"Barato",11.7352686961137
7.05531284333975,9.47830431356186,2.5,50,4,"Lvl","Inside","RRAe","1Fam","1Story","Gable",3,"PConc",7,"Partial","1990_","1990_","5","2006",6,5,"Y","NA",6.84800527457636,7,"TA","Gd","No","Unf",5.38449506278909,"Y",3,0,"NA",3,0.693147180559945,"Reg",576,"TA","SawyerW","False","NA",7.74759683869289,"Detchd",0,"Barato",11.9703503120091
7.01391547481053,8.88197518424887,1,144,5,"Lvl","Inside","Norm","1Fam","2.5Unf","Gable",3,"BrkTil",9,"Normal","1900_1930","1990_","3","2007",5,7,"N","NA",0,7,"TA","TA","No","Unf",6.27476202124194,"N",1,0,"NA",3,0.693147180559945,"Reg",288,"TA","IDOTRR","True","NA",7.40306109109009,"Detchd",0,"Barato",11.5228757958234
7.22329567956231,8.77074954913864,2,169,4,"Lvl","Inside","Norm","TwnhsE","1Story","Gable",4,"PConc",9,"Normal","1990_","1990_","10","2007",8,5,"Y","NA",3.2188758248682,7,"Gd","Gd","Mn","Unf",7.20563517641036,"Y",3,1,"Gd",2,0.693147180559945,"IR1",484,"TA","NridgHt","False","NA",7.91571319938212,"Attchd",178,"Caro",12.2184951655287
7.44483327389219,9.23999625688369,2,87,5,"Bnk","Inside","RRAn","1Fam","2Story","Gable",3,"BrkTil",9,"Normal","1900_1930","1930_1960","4","2010",7,6,"Y","GdPrv",0,7,"TA","TA","No","Unf",6.3578422665081,"Y",2,0,"NA",3,0.693147180559945,"IR1",480,"TA","OldTown","True","NA",7.73455884435476,"Detchd",0,"Barato",11.8493977015914
7.6182510978767,9.14590851181679,3.5,612,4,"Lvl","Inside","Norm","1Fam","2Story","Gable",2,"PConc",9,"Normal","1990_","1990_","2","2009",7,5,"Y","GdPrv",6.60665018619822,7,"TA","Gd","No","Unf",5.76519110278484,"Y",3,0,"NA",3,0.693147180559945,"Reg",645,"TA","CollgCr","True","NA",8.03624994213212,"Attchd",573,"Caro",12.2991075114974
7.81359155295243,9.16868469670735,2.5,343,4,"Lvl","Inside","Norm","1Fam","2Story","Gable",2,"PConc",9,"Normal","1990_","1990_","10","2007",8,5,"Y","NA",0,7,"Gd","Ex","Av","Unf",7.04228617193974,"Y",3,1,"Gd",4,0.693147180559945,"Reg",852,"TA","NridgHt","True","NA",8.19312372151207,"BuiltIn",344,"Caro",12.6666570528594
7.69984240739699,9.89852526070631,3,301,4,"Lvl","Inside","PosA","1Fam","1Story","Gable",2,"CBlock",9,"Normal","1960_1990","1960_1990","7","2010",7,5,"Y","NA",6.81673588059497,3,"TA","Gd","Gd","Unf",6.94312242281943,"Y",2,1,"Gd",3,0.693147180559945,"Reg",576,"TA","NAmes","False","NA",8.33182700443606,"Attchd",287,"Normal",12.1007121298723
7.29979736675816,9.27481639116055,3,173,4,"Lvl","Inside","Norm","1Fam","1Story","Gable",2,"PConc",9,"Normal","1990_","1990_","6","2007",7,5,"Y","NA",6.92165818415113,7,"Gd","Gd","Av","Unf",6.08904487544685,"Y",3,0,"NA",3,0.693147180559945,"IR1",558,"TA","CollgCr","False","NA",7.98344006300654,"Attchd",167,"Caro",12.3282902782544
6.61740297797448,8.43576619272051,1,0,5,"Lvl","Corner","Artery","1Fam","1Story","Gable",3,"CBlock",9,"Normal","1930_1960","1930_1960","6","2010",4,6,"Y","NA",0,7,"TA","TA","No","Unf",6.61740297797448,"Y",2,0,"NA",2,0.693147180559945,"Reg",220,"TA","OldTown","False","NA",7.30921236569276,"Attchd",0,"Barato",11.289781913656
